Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/9/2020;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/9/2020;HOMBRE;45;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/1/2020;HOMBRE;32;VENEZOLANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/11/2020;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;14/3/2020;HOMBRE;47;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/11/2020;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;9/3/2020;HOMBRE;37;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;2/2/2020;HOMBRE;26;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/6/2020;HOMBRE;46;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/6/2020;HOMBRE;49;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2020;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/4/2020;MUJER;34;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;HURTO;7/1/2020;HOMBRE;19;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/10/2020;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;CONTRAVENCIONES DE CUARTA CLASE;27/1/2020;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACIÓN;31/10/2020;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/7/2020;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/5/2020;HOMBRE;26;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;9/2/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;28/2/2020;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE MOTOS;29/2/2020;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/11/2020;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/11/2020;HOMBRE;34;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;CONTRAVENCIONES DE SEGUNDA CLASE;6/9/2020;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/3/2020;HOMBRE;52;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/3/2020;HOMBRE;35;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;5/1/2020;HOMBRE;52;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO  A DOMICILIO;9/10/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;20/10/2020;HOMBRE;45;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;BOLETA DE APREMIO;17/11/2020;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONTRAVENCIÓN DE HURTO;9/1/2020;MUJER;17;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;LESIONES;13/3/2020;MUJER;39;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TENENCIA Y PORTE DE ARMAS;4/7/2020;HOMBRE;21;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;MUERTE CULPOSA;15/8/2020;HOMBRE;20;ECUATORIANO
ZONA 1;IMBABURA;PIMAMPIRO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/10/2020;HOMBRE;46;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;ENGAÑO AL COMPRADOR RESPECTO A LA IDENTIDAD O CALIDAD DE LAS COSAS O SERVICIOS VENDIDOS;24/1/2020;HOMBRE;36;ECUATORIANO
ZONA 3;TUNGURAHUA;QUERO;CONTRAVENCIONES DE PRIMERA CLASE;14/4/2020;HOMBRE;51;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;20/4/2020;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/8/2020;HOMBRE;32;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/1/2020;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EXTORSIÓN;14/9/2020;HOMBRE;32;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA Y PORTE DE ARMAS;3/11/2020;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;24/4/2020;MUJER;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;24/4/2020;MUJER;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;24/4/2020;HOMBRE;20;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;1/10/2020;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;DURAN;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/2/2020;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO;29/5/2020;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/9/2020;HOMBRE;48;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTACTO CON FINALIDAD SEXUAL CON MENORES DE DIECIOCHO AÑOS POR MEDIOS ELECTRÓNICOS;30/1/2020;HOMBRE;39;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;23/10/2020;HOMBRE;19;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE DETENCIÓN/CAPTURA;18/8/2020;HOMBRE;34;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO;24/2/2020;HOMBRE;40;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;RECEPTACIÓN;5/10/2020;HOMBRE;22;ECUATORIANO
ZONA 7;EL ORO;PIÑAS;BOLETA DE AUXILIO;4/9/2020;HOMBRE;62;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/11/2020;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;CONTRAVENCIONES DE SEGUNDA CLASE;6/6/2020;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;13/2/2020;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;DELINCUENCIA ORGANIZADA;12/5/2020;HOMBRE;41;ECUATORIANO
ZONA 6;CAÑAR;BIBLIAN;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;14/10/2020;HOMBRE;46;ECUATORIANO
