Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;13/9/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/9/2020;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;25/1/2020;HOMBRE;19;ECUATORIANO
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/8/2020;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;31/10/2020;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/7/2020;HOMBRE;46;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;25/4/2020;MUJER;28;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ABUSO SEXUAL;3/2/2020;HOMBRE;34;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/10/2020;HOMBRE;22;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;ABIGEATO;29/2/2020;HOMBRE;35;ECUATORIANO
ZONA 6;MORONA SANTIAGO;HUAMBOYA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;14/11/2020;HOMBRE;33;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;7/10/2020;HOMBRE;18;ECUATORIANO
ZONA 6;MORONA SANTIAGO;HUAMBOYA;ABUSO SEXUAL;25/10/2020;HOMBRE;26;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/2/2020;HOMBRE;37;ECUATORIANO
ZONA 6;MORONA SANTIAGO;LIMON INDANZA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/9/2020;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/6/2020;HOMBRE;25;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;LESIONES;18/11/2020;MUJER;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/3/2020;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/8/2020;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/6/2020;HOMBRE;28;ECUATORIANO
ZONA 6;AZUAY;CUENCA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/7/2020;MUJER;35;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/11/2020;HOMBRE;21;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ABIGEATO;22/2/2020;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;COTACACHI;BOLETA DE APREMIO;10/11/2020;HOMBRE;38;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;31/8/2020;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/9/2020;HOMBRE;30;COLOMBIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;14/3/2020;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;HURTO;5/9/2020;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/11/2020;MUJER;26;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;CONTRAVENCIONES DE PRIMERA CLASE;30/4/2020;HOMBRE;23;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;31/10/2020;HOMBRE;24;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/10/2020;HOMBRE;23;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;4/3/2020;HOMBRE;39;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/11/2020;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;19/8/2020;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;ASOCIACIÓN ILÍCITA;28/7/2020;HOMBRE;37;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/9/2020;MUJER;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;9/3/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;29/7/2020;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/9/2020;HOMBRE;39;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/2/2020;HOMBRE;34;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ROBO A INSTITUCIÓN PÚBLICA;15/1/2020;HOMBRE;20;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE DETENCIÓN/CAPTURA;5/6/2020;HOMBRE;29;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;VIOLACIÓN;8/5/2020;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;JUNIN;BOLETA DE APREMIO;13/8/2020;HOMBRE;58;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;12/5/2020;HOMBRE;38;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;22/3/2020;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ROBO A PERSONAS;10/1/2020;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;25/6/2020;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;2/3/2020;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;ESTAFA;22/5/2020;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;JAMA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/1/2020;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;LESIONES;1/5/2020;MUJER;16;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;21/3/2020;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;ATENTADO A LA INTEGRIDAD SEXUAL Y REPRODUCTIVA DE PERSONA PROTEGIDA;27/6/2020;HOMBRE;74;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;ATAQUE O RESISTENCIA;30/5/2020;HOMBRE;23;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;13/10/2020;HOMBRE;66;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;BOLETA DE APREMIO;11/11/2020;HOMBRE;60;ECUATORIANO
ZONA 4;MANABI;BOLIVAR;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;2/1/2020;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;BOLIVAR;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/2/2020;HOMBRE;18;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA Y PORTE DE ARMAS;24/11/2020;HOMBRE;55;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/1/2020;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;14/6/2020;HOMBRE;37;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/11/2020;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;ABUSO DE CONFIANZA;4/2/2020;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/10/2020;HOMBRE;42;ECUATORIANO
ZONA 4;MANABI;BOLIVAR;CONTRAVENCIONES DE SEGUNDA CLASE;19/1/2020;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;CHONE;BOLETA DE APREMIO;14/11/2020;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;VIOLACIÓN DE PROPIEDAD PRIVADA;15/7/2020;MUJER;24;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A PERSONAS;1/8/2020;HOMBRE;32;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;TENENCIA Y PORTE DE ARMAS;18/6/2020;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;RECEPTACIÓN;27/10/2020;HOMBRE;25;ECUATORIANO
ZONA 4;MANABI;PICHINCHA;RECEPTACIÓN;14/11/2020;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;SAN VICENTE;ROBO A PERSONAS;22/11/2020;HOMBRE;38;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;CONTRAVENCIONES DE PRIMERA CLASE;20/6/2020;HOMBRE;45;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/1/2020;MUJER;23;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;BOLETA DE APREMIO;13/10/2020;HOMBRE;51;ECUATORIANO
ZONA 7;LOJA;SARAGURO;BOLETA DE APREMIO;11/6/2020;HOMBRE;25;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;HOMICIDIO;11/9/2020;HOMBRE;36;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;12/9/2020;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;MACHALA;LESIONES;22/9/2020;HOMBRE;27;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/7/2020;HOMBRE;32;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;CONTRAVENCIONES DE CUARTA CLASE;8/7/2020;HOMBRE;32;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2020;HOMBRE;37;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ABUSO SEXUAL;19/5/2020;HOMBRE;16;ECUATORIANO
ZONA 4;MANABI;SUCRE;ASESINATO;29/4/2020;HOMBRE;31;ECUATORIANO
ZONA 7;LOJA;SARAGURO;BOLETA DE APREMIO;18/9/2020;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;SUPLANTACIÓN DE IDENTIDAD;22/11/2020;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;PORTOVELO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/8/2020;HOMBRE;54;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/7/2020;HOMBRE;31;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/5/2020;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE AUXILIO;19/10/2020;HOMBRE;28;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/2/2020;HOMBRE;39;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/9/2020;HOMBRE;41;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;26/10/2020;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/11/2020;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;21/8/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/11/2020;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;LESIONES;20/9/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE MOTOS;27/2/2020;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA Y PORTE DE ARMAS;18/7/2020;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO DE MOTOS;22/3/2020;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/8/2020;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/9/2020;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;MANTA;HURTO;2/4/2020;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;21/2/2020;HOMBRE;28;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VIOLACIÓN;28/5/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;27/6/2020;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;16/6/2020;MUJER;51;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO A PERSONAS;25/11/2020;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;PASAJE;TENTATIVA;2/9/2020;HOMBRE;34;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;8/1/2020;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO  A DOMICILIO;29/2/2020;HOMBRE;30;ECUATORIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;19/11/2020;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/9/2020;HOMBRE;55;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;17/1/2020;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;BOLETA DE APREMIO;6/1/2020;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;ROBO  A DOMICILIO;2/2/2020;HOMBRE;29;ECUATORIANO
ZONA 6;AZUAY;SIGSIG;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/4/2020;HOMBRE;45;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;19/11/2020;HOMBRE;39;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;HURTO;28/10/2020;HOMBRE;17;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLACIÓN;20/1/2020;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22/2/2020;HOMBRE;31;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;3/2/2020;HOMBRE;37;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;DAÑO A BIEN AJENO;13/10/2020;HOMBRE;57;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/8/2020;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;16/2/2020;HOMBRE;20;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;16/2/2020;HOMBRE;18;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;ROBO A PERSONAS;8/6/2020;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/1/2020;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;16/2/2020;HOMBRE;46;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;LESIONES;2/11/2020;HOMBRE;29;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;CONTRAVENCIONES DE CUARTA CLASE;7/6/2020;HOMBRE;37;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;ABUSO SEXUAL;28/1/2020;HOMBRE;37;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/6/2020;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;LOJA;DAÑO A BIEN AJENO;3/3/2020;MUJER;45;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;27/3/2020;HOMBRE;43;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/7/2020;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;20/7/2020;HOMBRE;21;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/1/2020;HOMBRE;17;ECUATORIANO
ZONA 5;GUAYAS;SALITRE;TENENCIA Y PORTE DE ARMAS;5/6/2020;HOMBRE;52;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;6/8/2020;HOMBRE;32;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;LESIONES;1/7/2020;HOMBRE;67;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACOSO SEXUAL;4/11/2020;HOMBRE;33;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE DETENCIÓN/CAPTURA;8/6/2020;HOMBRE;60;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/10/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;DURAN;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/9/2020;HOMBRE;40;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;CONTRAVENCIONES DE PRIMERA CLASE;5/7/2020;MUJER;48;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/7/2020;HOMBRE;50;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/4/2020;HOMBRE;44;ECUATORIANO
ZONA 6;CAÑAR;BIBLIAN;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/11/2020;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/10/2020;HOMBRE;50;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;DAÑOS MATERIALES;12/10/2020;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;17/8/2020;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2020;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;SUMINISTRO DE SUSTANCIAS ESTUPEFACIENTES
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/2/2020;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/11/2020;HOMBRE;45;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLACIÓN;21/10/2020;HOMBRE;17;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/8/2020;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A EMBARCACIONES DE ESPACIOS ACUÁTICOS;4/7/2020;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/3/2020;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/9/2020;HOMBRE;20;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/7/2020;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;HURTO;7/3/2020;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/1/2020;MUJER;34;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ABUSO SEXUAL;28/1/2020;HOMBRE;25;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;20/1/2020;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/11/2020;HOMBRE;34;ECUATORIANO
ZONA 6;AZUAY;CUENCA;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;21/6/2020;HOMBRE;33;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SUCUA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;4/3/2020;HOMBRE;23;ECUATORIANO
ZONA 6;MORONA SANTIAGO;HUAMBOYA;ABUSO SEXUAL;14/11/2020;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;QUINSALOMA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/3/2020;HOMBRE;16;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ABUSO SEXUAL;8/10/2020;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;25/7/2020;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/1/2020;MUJER;40;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;3/10/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;9/4/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;2/11/2020;HOMBRE;35;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A PERSONAS;25/7/2020;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;ATAHUALPA;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;6/11/2020;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;ATAHUALPA;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;6/11/2020;HOMBRE;40;ECUATORIANO
