Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;34;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;19/5/2019;HOMBRE;36;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;DAÑO A BIEN AJENO;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;19/5/2019;MUJER;63;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;DURAN;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;39;ECUATORIANO
ZONA 2;NAPO;TENA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ROBO A PERSONAS;19/5/2019;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;BOLETA DE AUXILIO;19/5/2019;HOMBRE;29;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;53;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/5/2019;HOMBRE;37;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;30;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;42;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;21;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE AUXILIO;19/5/2019;HOMBRE;19;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;BOLETA DE APREMIO;19/5/2019;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;36;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;ROBO DOMICILIO;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;BOLETA DE DETENCIÓN/CAPTURA;19/5/2019;HOMBRE;53;ECUATORIANO
ZONA 4;MANABI;MANTA;CONTRAVENCIONES DE PRIMERA CLASE;19/5/2019;MUJER;39;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;39;VENEZOLANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE DETENCIÓN/CAPTURA;19/5/2019;HOMBRE;33;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;BOLETA DE APREMIO;18/5/2019;HOMBRE;42;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;43;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;32;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;19/5/2019;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE AUXILIO;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;SIMON BOLIVAR;FRAUDE PROCESAL;18/5/2019;MUJER;23;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;19/5/2019;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE APREMIO;19/5/2019;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19/5/2019;MUJER;25;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;26;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ATAQUE O RESISTENCIA;19/5/2019;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;ALMACENAMIENTO
ZONA 1;SUCUMBIOS;LAGO AGRIO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;19/5/2019;HOMBRE;37;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE DETENCIÓN/CAPTURA;19/5/2019;HOMBRE;35;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;19/5/2019;HOMBRE;21;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;44;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;BOLETA DE APREMIO;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 6;AZUAY;PUCARA;BOLETA DE APREMIO;19/5/2019;HOMBRE;38;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;19/5/2019;HOMBRE;32;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;19;ECUATORIANO
ZONA 1;CARCHI;TULCAN;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;ROBO A PERSONAS;19/5/2019;HOMBRE;51;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ;19/5/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ;19/5/2019;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;PALLATANGA;LESIONES;19/5/2019;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;19/5/2019;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;19/5/2019;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;ATAQUE O RESISTENCIA;19/5/2019;HOMBRE;34;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;MANTA;ROBO A UNIDADES ECONOMICAS;19/5/2019;HOMBRE;26;ECUATORIANO
ZONA 6;AZUAY;CHORDELEG;BOLETA DE AUXILIO;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;19/5/2019;HOMBRE;48;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;34;RUSO
ZONA 6;AZUAY;SANTA ISABEL;BOLETA DE DETENCIÓN/CAPTURA;19/5/2019;HOMBRE;42;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;37;ECUATORIANO
ZONA 2;NAPO;EL CHACO;ROBO DOMICILIO;19/5/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;41;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;19/5/2019;HOMBRE;46;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;28;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;LOJA;ROBO A PERSONAS;19/5/2019;HOMBRE;18;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;MUJER;54;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;MUJER;64;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;CONTRAVENCIONES DE SEGUNDA CLASE;19/5/2019;MUJER;49;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;42;ECUATORIANO
ZONA 2;ORELLANA;LORETO;BOLETA DE APREMIO;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JUNIN;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;50;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;MUJER;36;ECUATORIANO
ZONA 5;GUAYAS;ALFREDO BAQUERIZO MORENO;TENTATIVA ;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;19/5/2019;HOMBRE;43;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE PRIMERA CLASE;19/5/2019;HOMBRE;46;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE AUXILIO;19/5/2019;HOMBRE;34;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;DAÑO A BIEN AJENO;19/5/2019;MUJER;36;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;BOLETA DE AUXILIO;19/5/2019;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;MACHALA;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/5/2019;HOMBRE;56;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;TENENCIA Y PORTE DE ARMAS;19/5/2019;MUJER;23;VENEZOLANO
ZONA 1;IMBABURA;IBARRA;ASESINATO;19/5/2019;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;30;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;CONTRAVENCIONES DE PRIMERA CLASE;19/5/2019;HOMBRE;38;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;CONTRAVENCIONES DE PRIMERA CLASE;19/5/2019;MUJER;35;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;31;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE PRIMERA CLASE;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE PRIMERA CLASE;20/5/2019;HOMBRE;26;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE PRIMERA CLASE;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 2;ORELLANA;LORETO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;27;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE PRIMERA CLASE;20/5/2019;HOMBRE;28;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ATAQUE O RESISTENCIA;19/5/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE AUXILIO;19/5/2019;HOMBRE;25;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE CARROS;20/5/2019;HOMBRE;20;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;TENENCIA Y PORTE DE ARMAS;19/5/2019;HOMBRE;35;ECUATORIANO
ZONA 7;LOJA;LOJA;LESIONES;19/5/2019;HOMBRE;24;ECUATORIANO
ZONA 1;IMBABURA;COTACACHI;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONTRAVENCIONES DE CUARTA CLASE;19/5/2019;HOMBRE;17;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/5/2019;HOMBRE;35;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;ZARUMA;BOLETA DE APREMIO;20/5/2019;HOMBRE;32;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO DOMICILIO;20/5/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ;20/5/2019;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ROBO A UNIDADES ECONOMICAS;20/5/2019;HOMBRE;30;VENEZOLANO
ZONA 1;ESMERALDAS;SAN LORENZO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;20/5/2019;HOMBRE;43;ECUATORIANO
ZONA 4;MANABI;MANTA;TENENCIA Y PORTE DE ARMAS;20/5/2019;HOMBRE;41;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;20/5/2019;HOMBRE;42;ECUATORIANO
ZONA 3;CHIMBORAZO;CUMANDA;VIOLACIÓN DE PROPIEDAD PRIVADA;19/5/2019;HOMBRE;29;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/5/2019;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;TOSAGUA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;29;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE APREMIO;20/5/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;20/5/2019;HOMBRE;41;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;20/5/2019;HOMBRE;40;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A PERSONAS;20/5/2019;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;INGRESO DE ARTÍCULOS PROHIBIDOS;20/5/2019;MUJER;26;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/5/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;MUJER;34;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ASESINATO;20/5/2019;HOMBRE;20;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE CUARTA CLASE;19/5/2019;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;MUJER;30;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;ROBO DE MOTOS;19/5/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;EXCESO DE PASAJEROS EN TRANSPORTE PÚBLICO;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;32;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;20/5/2019;HOMBRE;26;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;31;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;ROBO A PERSONAS;20/5/2019;HOMBRE;17;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;17;ECUATORIANO
ZONA 5;GUAYAS;SALITRE;FEMICIDIO;20/5/2019;HOMBRE;43;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;BOLETA DE APREMIO;20/5/2019;HOMBRE;34;ECUATORIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;20/5/2019;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;20/5/2019;HOMBRE;46;ECUATORIANO
ZONA 9;DMQ;QUITO;ESTAFA;20/5/2019;HOMBRE;32;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;20/5/2019;HOMBRE;28;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE AUXILIO;20/5/2019;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;20/5/2019;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;ABUSO SEXUAL;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;20/5/2019;HOMBRE;43;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;20/5/2019;MUJER;30;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;VIOLACIÓN DE PROPIEDAD PRIVADA;20/5/2019;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE SEGUNDA CLASE;20/5/2019;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;PUJILI;LESIONES;20/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;20/5/2019;HOMBRE;53;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;20/5/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;20/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;20/5/2019;HOMBRE;34;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EXTORSIÓN;20/5/2019;MUJER;30;ECUATORIANO
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;20/5/2019;HOMBRE;54;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;AGRESIÓN;20/5/2019;HOMBRE;22;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;ROBO DE MOTOS;20/5/2019;HOMBRE;26;ECUATORIANO
ZONA 5;BOLIVAR;SAN MIGUEL;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;HURTO;20/5/2019;MUJER;19;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;20/5/2019;HOMBRE;43;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EXTORSIÓN;20/5/2019;HOMBRE;16;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EXTORSIÓN;20/5/2019;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;20/5/2019;HOMBRE;29;ECUATORIANO
ZONA 5;BOLIVAR;SAN MIGUEL;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;HOMBRE;41;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE DETENCIÓN/CAPTURA;20/5/2019;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;19;ECUATORIANO
