Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 1;IMBABURA;ANTONIO ANTE;CONTRAVENCIONES DE SEGUNDA CLASE;5/10/2019;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/10/2019;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;5/10/2019;HOMBRE;37;ECUATORIANO
ZONA 6;AZUAY;CHORDELEG;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;22;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ASESINATO;5/10/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;TENENCIA Y PORTE DE ARMAS;4/10/2019;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;TENENCIA Y PORTE DE ARMAS;4/10/2019;HOMBRE;23;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONTRAVENCIONES DE CUARTA CLASE;5/10/2019;HOMBRE;32;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;20;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/10/2019;HOMBRE;46;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;LESIONES;4/10/2019;HOMBRE;53;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;LESIONES;4/10/2019;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;ATAQUE O RESISTENCIA;5/10/2019;HOMBRE;16;ECUATORIANO
ZONA 6;AZUAY;CUENCA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;45;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;36;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;RECEPTACIÓN;5/10/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ABUSO SEXUAL;5/10/2019;HOMBRE;35;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE AUXILIO;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;HURTO;5/10/2019;HOMBRE;17;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;37;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;MACHALA;INGRESO DE ARTÍCULOS PROHIBIDOS;5/10/2019;MUJER;32;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;CONTRAVENCIÓN DE HURTO;5/10/2019;HOMBRE;53;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLACIÓN;5/10/2019;HOMBRE;25;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;45;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INTIMIDACIÓN;5/10/2019;HOMBRE;31;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONTRAVENCIONES DE PRIMERA CLASE;5/10/2019;MUJER;55;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE APREMIO;5/10/2019;HOMBRE;35;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;5/10/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;5/10/2019;HOMBRE;34;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/10/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;5/10/2019;HOMBRE;62;ECUATORIANO
ZONA 5;LOS RIOS;BABA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;5/10/2019;HOMBRE;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;5/10/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;5/10/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;32;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;46;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;5/10/2019;HOMBRE;35;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE PRIMERA CLASE;5/10/2019;HOMBRE;39;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;CONTRAVENCIONES DE SEGUNDA CLASE;5/10/2019;HOMBRE;52;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;21;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;43;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;18;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;BOLETA DE APREMIO;5/10/2019;HOMBRE;25;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;24;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;23;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;35;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;53;ECUATORIANO
ZONA 4;MANABI;SANTA ANA;TENENCIA Y PORTE DE ARMAS;5/10/2019;HOMBRE;41;ECUATORIANO
ZONA 4;MANABI;SANTA ANA;TENENCIA Y PORTE DE ARMAS;5/10/2019;HOMBRE;29;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;18;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SUMINISTRO DE SUSTANCIAS ESTUPEFACIENTES
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;37;ECUATORIANO
ZONA 1;SUCUMBIOS;CASCALES;BOLETA DE AUXILIO;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;47;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLACIÓN;5/10/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;5/10/2019;MUJER;41;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE AUXILIO;5/10/2019;HOMBRE;31;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;5/10/2019;HOMBRE;21;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;43;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ATAQUE O RESISTENCIA;5/10/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;DAÑO A BIEN AJENO;5/10/2019;HOMBRE;26;COLOMBIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/10/2019;HOMBRE;38;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;5/10/2019;HOMBRE;17;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;5/10/2019;MUJER;22;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;MUJER;27;ECUATORIANO
ZONA 1;CARCHI;TULCAN;AGRESIÓN;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 2;NAPO;TENA;LESIONES;6/10/2019;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TENENCIA Y PORTE DE ARMAS;6/10/2019;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA Y PORTE DE ARMAS;5/10/2019;HOMBRE;21;ECUATORIANO
ZONA 1;CARCHI;TULCAN;AGRESIÓN;6/10/2019;HOMBRE;22;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2019;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;38;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;20;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;33;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/10/2019;MUJER;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2019;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ROBO A PERSONAS;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;32;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;6/10/2019;HOMBRE;25;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ROBO DOMICILIO;6/10/2019;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;20;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/10/2019;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/10/2019;HOMBRE;30;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;TENTATIVA ;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;BOLIVAR;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;30;COLOMBIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE AUXILIO;5/10/2019;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;ROBO A PERSONAS;6/10/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;MUJER;28;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;35;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;43;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;30;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;CONTRAVENCIONES DE PRIMERA CLASE;6/10/2019;HOMBRE;45;ECUATORIANO
ZONA 5;GUAYAS;SIMON BOLIVAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/10/2019;HOMBRE;17;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;28;ECUATORIANO
ZONA 5;GUAYAS;BALAO;DAÑO A BIEN AJENO;6/10/2019;HOMBRE;16;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;30;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;36;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;5/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;HOMBRE;32;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ATAQUE O RESISTENCIA;5/10/2019;HOMBRE;21;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2019;HOMBRE;40;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;6/10/2019;HOMBRE;33;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;INSTIGACIÓN;5/10/2019;HOMBRE;37;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;INSTIGACIÓN;5/10/2019;HOMBRE;41;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;INSTIGACIÓN;5/10/2019;HOMBRE;33;ECUATORIANO
ZONA 1;ESMERALDAS;RIOVERDE;CONTRAVENCIONES DE PRIMERA CLASE;6/10/2019;HOMBRE;29;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;5/10/2019;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;20;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;46;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;36;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;ROBO A UNIDADES ECONOMICAS;5/10/2019;HOMBRE;20;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;TENENCIA Y PORTE DE ARMAS;5/10/2019;HOMBRE;17;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/10/2019;HOMBRE;30;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;6/10/2019;HOMBRE;31;PERUANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO DOMICILIO;6/10/2019;HOMBRE;26;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/10/2019;MUJER;22;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;CONTRAVENCIONES DE CUARTA CLASE;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;6/10/2019;HOMBRE;40;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;40;ECUATORIANO
ZONA 5;GUAYAS;BALAO;BOLETA DE APREMIO;6/10/2019;HOMBRE;34;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;6/10/2019;HOMBRE;24;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;6/10/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;33;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIÓN DE HURTO;6/10/2019;MUJER;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;62;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/10/2019;HOMBRE;30;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;6/10/2019;HOMBRE;51;ECUATORIANO
ZONA 4;MANABI;SANTA ANA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE PRIMERA CLASE;6/10/2019;MUJER;44;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;6/10/2019;HOMBRE;41;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;BOLETA DE APREMIO;6/10/2019;HOMBRE;45;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SECUESTRO EXTORSIVO;5/10/2019;MUJER;30;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SECUESTRO EXTORSIVO;5/10/2019;HOMBRE;27;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;CONTRAVENCIÓN DE HURTO;6/10/2019;HOMBRE;17;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SECUESTRO EXTORSIVO;6/10/2019;HOMBRE;47;COLOMBIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SECUESTRO EXTORSIVO;6/10/2019;HOMBRE;22;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;EVASIÓN;6/10/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;6/10/2019;HOMBRE;33;ECUATORIANO
ZONA 7;EL ORO;MAR TERRITORIAL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/10/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACTOS ILEGALES TENDIENTES AL ALZA DE PRECIOS DE PRODUCTOS SUJETOS A PRECIO OFICIAL;6/10/2019;HOMBRE;27;ECUATORIANO
