Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 7;LOJA;SOZORANGA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;1/1/2018;BOLETA;HOMBRE;32;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;1/1/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 7;EL ORO;MACHALA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 1;CARCHI;TULCAN;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 1;IMBABURA;OTAVALO;ROBO A CARROS;1/1/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;EMPALME;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 5;GUAYAS;EMPALME;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 7;EL ORO;EL GUABO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;CARCHI;TULCAN;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 7;EL ORO;PASAJE;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VARIOS;1/1/2018;BOLETA;HOMBRE;28;ECUADOR
ZONA 3;COTOPAXI;LA MANA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;1/1/2018;BOLETA;HOMBRE;33;ECUADOR
ZONA 5;GALAPAGOS;SANTA CRUZ;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GALAPAGOS;SAN CRISTOBAL;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;MUJER;29;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;BOLETA;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;CHIMBORAZO;ALAUSI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 7;EL ORO;ZARUMA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 7;EL ORO;PIÑAS;VARIOS;1/1/2018;BOLETA;HOMBRE;39;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;1/1/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 7;LOJA;CATAMAYO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 7;LOJA;LOJA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;1/1/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 4;MANABI;JUNIN;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 6;AZUAY;GUALACEO;ROBO A PERSONAS;1/1/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VIOLACION;1/1/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;BOLETA;HOMBRE;19;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;ASESINATO;1/1/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;BOLETA;HOMBRE;62;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 1;CARCHI;SAN PEDRO DE HUACA;OTROS ROBOS;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 6;MORONA SANTIAGO;HUAMBOYA;TENTATIVA DE VIOLACION;1/1/2018;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 1;IMBABURA;ANTONIO ANTE;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;24 DE MAYO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;VARIOS;1/1/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 1;CARCHI;BOLIVAR;ATENTADO AL PUDOR;1/1/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 4;MANABI;EL CARMEN;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;MANABI;JAMA;VARIOS;1/1/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 1;IMBABURA;IBARRA;ATENTADO AL PUDOR;1/1/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 6;AZUAY;CHORDELEG;VARIOS;1/1/2018;BOLETA;HOMBRE;44;ECUADOR
ZONA 1;ESMERALDAS;RIOVERDE;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;1/1/2018;BOLETA;HOMBRE;30;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;1/1/2018;BOLETA;HOMBRE;27;ECUADOR
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;56;ECUADOR
ZONA 5;GUAYAS;MILAGRO;VARIOS;1/1/2018;BOLETA;HOMBRE;31;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VIOLACION;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;1/1/2018;BOLETA;HOMBRE;29;ECUADOR
ZONA 5;BOLIVAR;CALUMA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 5;GALAPAGOS;SAN CRISTOBAL;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 5;GALAPAGOS;SAN CRISTOBAL;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 4;MANABI;PORTOVIEJO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;CAÑAR;CAÑAR;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;1/1/2018;BOLETA;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;1/1/2018;FLAGRANTE;MUJER;49;ECUADOR
ZONA 2;NAPO;TENA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;NAPO;TENA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;MUJER;16;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;1/1/2018;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;1/1/2018;BOLETA;HOMBRE;35;ECUADOR
ZONA 5;GUAYAS;MILAGRO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;68;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;1/1/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;BOLETA;HOMBRE;47;ECUADOR
ZONA 4;MANABI;MANTA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;ROBO DOMICILIO;1/1/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;1/1/2018;BOLETA;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;MUJER;34;ECUADOR
ZONA 2;NAPO;ARCHIDONA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 6;MORONA SANTIAGO;TIWINTZA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;1/1/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;MANTA;ESTAFA;1/1/2018;FLAGRANTE;MUJER;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;1/1/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;COTOPAXI;LA MANA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 2;NAPO;ARCHIDONA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 7;EL ORO;MACHALA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 7;EL ORO;MACHALA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;MUJER;34;ECUADOR
ZONA 7;EL ORO;MACHALA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;MACHALA;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;MUJER;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 4;MANABI;MANTA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;MUJER;20;ECUADOR
ZONA 4;MANABI;PEDERNALES;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;1/1/2018;BOLETA;HOMBRE;39;ECUADOR
ZONA 4;MANABI;SUCRE;VARIOS;1/1/2018;BOLETA;HOMBRE;61;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;MUJER;18;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;1/1/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;BOLETA;HOMBRE;58;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;58;ECUADOR
ZONA 4;MANABI;MONTECRISTI;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 3;CHIMBORAZO;GUANO;VARIOS;1/1/2018;BOLETA;HOMBRE;27;ECUADOR
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;ROBO DOMICILIO;1/1/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 7;EL ORO;MACHALA;MICROTRAFICO;1/1/2018;FLAGRANTE;MUJER;54;ECUADOR
ZONA 7;EL ORO;MACHALA;MICROTRAFICO;1/1/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;1/1/2018;BOLETA;HOMBRE;22;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;PEDERNALES;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;MUJER;37;ECUADOR
ZONA 4;MANABI;PEDERNALES;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;MUJER;22;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 4;MANABI;SUCRE;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;1/1/2018;BOLETA;HOMBRE;SIN DATO;COLOMBIA
ZONA 2;PICHINCHA;PUERTO QUITO;OTROS ROBOS;1/1/2018;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/1/2018;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;1/1/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;1/1/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;1/1/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 6;MORONA SANTIAGO;SANTIAGO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;PIÑAS;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;MORONA SANTIAGO;SUCUA;HURTO;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;ALFREDO BAQUERIZO MORENO;HERIDAS/LESIONES;1/1/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;1/1/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;2/1/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 7;LOJA;LOJA;ROBO DOMICILIO;1/1/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;HERIDAS/LESIONES;2/1/2018;FLAGRANTE;HOMBRE;27;ECUADOR
