Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 4;MANABI;MANTA;VARIOS;5/2/2018;BOLETA;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;29;ECUADOR
ZONA 4;MANABI;SUCRE;HERIDAS/LESIONES;4/2/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;DURAN;ESTAFA;4/2/2018;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;4/2/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;DAULE;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 5;GUAYAS;DAULE;MICROTRAFICO;5/2/2018;FLAGRANTE;MUJER;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;4/2/2018;BOLETA;HOMBRE;17;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;4/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;4/2/2018;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;4/2/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;4/2/2018;BOLETA;MUJER;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;4/2/2018;BOLETA;HOMBRE;46;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;4/2/2018;BOLETA;HOMBRE;53;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;MUJER;34;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;4/2/2018;FLAGRANTE;MUJER;27;ECUADOR
ZONA 7;EL ORO;EL GUABO;VARIOS;5/2/2018;BOLETA;HOMBRE;27;ECUADOR
ZONA 4;MANABI;CHONE;VARIOS;4/2/2018;FLAGRANTE;MUJER;51;ECUADOR
ZONA 4;MANABI;CHONE;VARIOS;4/2/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A PERSONAS;4/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;4/2/2018;BOLETA;MUJER;43;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;4/2/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;DURAN;PECULADO;4/2/2018;FLAGRANTE;HOMBRE;61;ECUADOR
ZONA 8;DMG;SAMBORONDON;REBELION Y ATENTADO;4/2/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;4/2/2018;BOLETA;HOMBRE;46;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;4/2/2018;BOLETA;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;4/2/2018;BOLETA;HOMBRE;44;ECUADOR
ZONA 6;AZUAY;CUENCA;INTIMIDACION/AMENAZA;5/2/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;MANABI;FLAVIO ALFARO;VARIOS;5/2/2018;BOLETA;MUJER;41;ECUADOR
ZONA 5;GUAYAS;SALITRE;VARIOS;4/2/2018;BOLETA;HOMBRE;60;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;4/2/2018;BOLETA;HOMBRE;43;ECUADOR
ZONA 7;LOJA;PUYANGO;VARIOS;5/2/2018;BOLETA;HOMBRE;24;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;5/2/2018;BOLETA;HOMBRE;53;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;4/2/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 4;MANABI;SUCRE;HERIDAS/LESIONES;4/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;DURAN;REBELION Y ATENTADO;5/2/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;4/2/2018;BOLETA;HOMBRE;44;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;66;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;30;ECUADOR
ZONA 4;MANABI;PEDERNALES;VARIOS;5/2/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;38;ECUADOR
ZONA 7;LOJA;PALTAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;BOLETA;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;MUJER;40;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;MUJER;49;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;5/2/2018;BOLETA;MUJER;43;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;5/2/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO DOMICILIO;5/2/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO DOMICILIO;5/2/2018;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;BOLETA;HOMBRE;49;ECUADOR
ZONA 4;MANABI;JIPIJAPA;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;5/2/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;36;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;5/2/2018;BOLETA;HOMBRE;32;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;BOLETA;HOMBRE;37;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;VARIOS;5/2/2018;BOLETA;HOMBRE;52;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;5/2/2018;FLAGRANTE;MUJER;27;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 6;AZUAY;GIRON;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 7;EL ORO;ARENILLAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 7;EL ORO;ARENILLAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;5/2/2018;FLAGRANTE;MUJER;24;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;5/2/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;5/2/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;5/2/2018;FLAGRANTE;MUJER;39;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;5/2/2018;FLAGRANTE;MUJER;31;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;5/2/2018;BOLETA;HOMBRE;50;ECUADOR
ZONA 5;GUAYAS;DAULE;ATENTADO AL PUDOR;5/2/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 2;NAPO;QUIJOS;VARIOS;5/2/2018;BOLETA;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;MUJER;28;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;5/2/2018;FLAGRANTE;MUJER;16;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 3;CHIMBORAZO;PALLATANGA;VARIOS;5/2/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/2/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;VARIOS;5/2/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;VARIOS;5/2/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;5/2/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;MUJER;34;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 4;MANABI;EL CARMEN;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;SIN DATO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 3;COTOPAXI;SAQUISILI;VARIOS;5/2/2018;BOLETA;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;2/2/2018;BOLETA;HOMBRE;SIN DATO;VENEZUELA
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/2/2018;FLAGRANTE;MUJER;31;ECUADOR
ZONA 3;CHIMBORAZO;PALLATANGA;VARIOS;5/2/2018;BOLETA;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;ABIGEATO;5/2/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;ABIGEATO;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;GUAYAS;EMPALME;ROBO A UNIDADES ECONOMICAS;5/2/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;5/2/2018;BOLETA;HOMBRE;19;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;5/2/2018;BOLETA;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;LOJA;LOJA;ACOSO SEXUAL;5/2/2018;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;MUJER;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;MUJER;17;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;28;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;5/2/2018;BOLETA;HOMBRE;31;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;MUJER;30;ECUADOR
ZONA 5;GUAYAS;NARANJAL;VARIOS;5/2/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 3;COTOPAXI;PUJILI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;4/2/2018;BOLETA;HOMBRE;53;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;5/2/2018;FLAGRANTE;HOMBRE;62;ECUADOR
ZONA 5;GUAYAS;BALZAR;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;MUJER;33;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;MUJER;33;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;MUJER;30;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;MUJER;17;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;4/2/2018;BOLETA;HOMBRE;35;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;5/2/2018;BOLETA;HOMBRE;49;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;PERU
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;4/2/2018;BOLETA;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VIOLACION;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;MUJER;45;ECUADOR
ZONA 1;CARCHI;ESPEJO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DE BIENES
ZONA 4;MANABI;JIPIJAPA;VARIOS;5/2/2018;BOLETA;HOMBRE;45;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/2/2018;BOLETA;HOMBRE;29;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HURTO;5/2/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HURTO;5/2/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HURTO;5/2/2018;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VARIOS;5/2/2018;BOLETA;HOMBRE;23;ECUADOR
ZONA 6;CAÑAR;AZOGUES;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;5/2/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;MANABI;JARAMIJO;VARIOS;5/2/2018;BOLETA;HOMBRE;56;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;MANABI;PEDERNALES;VARIOS;5/2/2018;BOLETA;HOMBRE;31;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;REBELION Y ATENTADO;5/2/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;5/2/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;5/2/2018;BOLETA;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;5/2/2018;BOLETA;HOMBRE;28;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;VARIOS;5/2/2018;BOLETA;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;66;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;5/2/2018;BOLETA;HOMBRE;31;ECUADOR
ZONA 7;LOJA;LOJA;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;LOJA;LOJA;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;MANABI;PEDERNALES;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/2/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;5/2/2018;BOLETA;HOMBRE;41;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 6;MORONA SANTIAGO;LIMON INDANZA;VARIOS;5/2/2018;BOLETA;HOMBRE;29;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;5/2/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;5/2/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;5/2/2018;FLAGRANTE;MUJER;20;ECUADOR
ZONA 4;MANABI;CHONE;ESTAFA;5/2/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;5/2/2018;BOLETA;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;5/2/2018;BOLETA;HOMBRE;41;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;5/2/2018;BOLETA;HOMBRE;25;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;REBELION Y ATENTADO;5/2/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 6;AZUAY;GUALACEO;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;MANABI;MANTA;HERIDAS/LESIONES;5/2/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;5/2/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;5/2/2018;BOLETA;HOMBRE;35;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;5/2/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;5/2/2018;BOLETA;HOMBRE;22;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;5/2/2018;BOLETA;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/2/2018;BOLETA;HOMBRE;36;ECUADOR
