Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;ACOSO SEXUAL;23/8/2017;FLAGRANTE;HOMBRE;43;ECUATORIANA
ZONA 7;EL ORO;ZARUMA;VARIOS;23/8/2017;BOLETA;HOMBRE;37;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 6;MORONA SANTIAGO;MORONA;VIOLACION;23/8/2017;FLAGRANTE;HOMBRE;47;ECUATORIANA
ZONA 4;MANABI;FLAVIO ALFARO;VARIOS;23/8/2017;BOLETA;HOMBRE;31;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 5;LOS RIOS;VINCES;VARIOS;23/8/2017;BOLETA;HOMBRE;71;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;23/8/2017;BOLETA;HOMBRE;29;ECUATORIANA
ZONA 5;GUAYAS;BALZAR;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 5;GUAYAS;BALZAR;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 4;MANABI;MANTA;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 4;MANABI;MANTA;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;38;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 1;ESMERALDAS;QUININDE;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 9;DMQ;QUITO;VARIOS;23/8/2017;BOLETA;HOMBRE;33;ECUATORIANA
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;VARIOS;23/8/2017;BOLETA;HOMBRE;22;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;38;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;36;ECUATORIANA
ZONA 9;DMQ;QUITO;HURTO;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VARIOS;23/8/2017;BOLETA;HOMBRE;21;ECUATORIANA
ZONA 5;GUAYAS;PLAYAS;VARIOS;23/8/2017;BOLETA;HOMBRE;24;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;23/8/2017;BOLETA;HOMBRE;39;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 1;IMBABURA;ANTONIO ANTE;REBELION Y ATENTADO;23/8/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;23/8/2017;BOLETA;HOMBRE;41;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;BOLETA;HOMBRE;28;ECUATORIANA
ZONA 7;LOJA;LOJA;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;LOJA;LOJA;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;17;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;MUJER;28;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;37;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;MUJER;32;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;43;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;23/8/2017;BOLETA;HOMBRE;42;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;21;ECUATORIANA
ZONA 7;EL ORO;ARENILLAS;VARIOS;23/8/2017;BOLETA;HOMBRE;43;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;23/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 9;DMQ;QUITO;FALSIFICACION;23/8/2017;FLAGRANTE;MUJER;;CUBANA
ZONA 5;SANTA ELENA;SANTA ELENA;VARIOS;23/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;BOLETA;HOMBRE;42;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 5;SANTA ELENA;SANTA ELENA;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;17;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;38;COLOMBIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 9;DMQ;QUITO;HURTO;23/8/2017;FLAGRANTE;MUJER;25;ECUATORIANA
ZONA 1;CARCHI;SAN PEDRO DE HUACA;VARIOS;23/8/2017;BOLETA;HOMBRE;16;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;34;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 4;MANABI;PORTOVIEJO;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 4;MANABI;PORTOVIEJO;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 6;AZUAY;CUENCA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;23/8/2017;BOLETA;HOMBRE;39;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;33;ECUATORIANA
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 4;MANABI;CHONE;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;BOLETA;HOMBRE;32;ECUATORIANA
ZONA 6;CAÑAR;AZOGUES;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;46;ECUATORIANA
ZONA 6;AZUAY;CUENCA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;25;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;37;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 8;DMG;DURAN;HURTO;23/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;23/8/2017;BOLETA;MUJER;42;ECUATORIANA
ZONA 5;BOLIVAR;CHIMBO;REBELION Y ATENTADO;23/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;REBELION Y ATENTADO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;23/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;33;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;23/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 8;DMG;GUAYAQUIL;EXTORSION;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;EXTORSION;23/8/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;23/8/2017;BOLETA;HOMBRE;42;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 7;LOJA;CATAMAYO;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;38;ECUATORIANA
ZONA 7;LOJA;CATAMAYO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;LOJA;CATAMAYO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;43;ECUATORIANA
ZONA 7;LOJA;CATAMAYO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23/8/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;BOLETA;HOMBRE;48;ECUATORIANA
ZONA 5;BOLIVAR;GUARANDA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 2;PICHINCHA;MEJIA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;46;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;EL ORO;EL GUABO;VARIOS;23/8/2017;BOLETA;MUJER;46;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;MUJER;55;ECUATORIANA
ZONA 4;MANABI;MONTECRISTI;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 4;MANABI;MONTECRISTI;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 7;EL ORO;EL GUABO;DELITO ADUANERO;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 3;CHIMBORAZO;GUAMOTE;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;42;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 9;DMQ;QUITO;FALSIFICACION;23/8/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 9;DMQ;QUITO;FALSIFICACION;23/8/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 9;DMQ;QUITO;FALSIFICACION;23/8/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 9;DMQ;QUITO;FALSIFICACION;23/8/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;ROBO DOMICILIO;23/8/2017;FLAGRANTE;HOMBRE;16;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;ROBO DOMICILIO;23/8/2017;FLAGRANTE;HOMBRE;15;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;41;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;45;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;33;ECUATORIANA
ZONA 9;DMQ;QUITO;ESTAFA;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 1;CARCHI;SAN PEDRO DE HUACA;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;;SIN DATO
ZONA 9;DMQ;QUITO;APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS;23/8/2017;FLAGRANTE;HOMBRE;35;COLOMBIANA
ZONA 9;DMQ;QUITO;APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS;23/8/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 9;DMQ;QUITO;APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS;23/8/2017;FLAGRANTE;HOMBRE;34;COLOMBIANA
ZONA 8;DMG;GUAYAQUIL;HURTO;23/8/2017;FLAGRANTE;HOMBRE;47;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HURTO;23/8/2017;FLAGRANTE;HOMBRE;53;ECUATORIANA
ZONA 4;MANABI;MONTECRISTI;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;42;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;MUJER;36;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2017;BOLETA;HOMBRE;44;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;TENTATIVA DE ROBO;24/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;FALSIFICACION;24/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 5;GUAYAS;MILAGRO;VARIOS;23/8/2017;BOLETA;HOMBRE;50;ECUATORIANA
ZONA 5;GUAYAS;MILAGRO;VARIOS;23/8/2017;BOLETA;MUJER;46;ECUATORIANA
ZONA 7;EL ORO;PORTOVELO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A MOTOS;23/8/2017;FLAGRANTE;HOMBRE;16;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;23/8/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;34;ECUATORIANA
ZONA 1;IMBABURA;COTACACHI;VARIOS;24/8/2017;BOLETA;HOMBRE;41;ECUATORIANA
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;24/8/2017;BOLETA;HOMBRE;34;ECUATORIANA
ZONA 6;AZUAY;CUENCA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;31;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;TENTATIVA DE ROBO;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;24/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;24/8/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;24/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 2;NAPO;TENA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;RECEPTACION;24/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RECEPTACION;24/8/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 2;NAPO;TENA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 4;MANABI;MANTA;HERIDAS/LESIONES;24/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;24/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;24/8/2017;FLAGRANTE;MUJER;29;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;HERIDAS/LESIONES;24/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;24/8/2017;BOLETA;HOMBRE;25;ECUATORIANA
ZONA 4;MANABI;JARAMIJO;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2017;BOLETA;HOMBRE;26;ECUATORIANA
ZONA 4;MANABI;TOSAGUA;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;MUJER;20;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;MUJER;20;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;HURTO;24/8/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;37;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;24/8/2017;FLAGRANTE;HOMBRE;48;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ASOCIACION ILICITA;24/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;24/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;23/8/2017;FLAGRANTE;HOMBRE;34;ECUATORIANA
ZONA 5;SANTA ELENA;SANTA ELENA;HERIDAS/LESIONES;24/8/2017;FLAGRANTE;HOMBRE;52;ECUATORIANA
ZONA 6;AZUAY;CUENCA;HURTO;24/8/2017;FLAGRANTE;HOMBRE;40;ECUATORIANA
ZONA 1;CARCHI;TULCAN;VARIOS;23/8/2017;BOLETA;HOMBRE;29;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;24/8/2017;BOLETA;HOMBRE;38;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;24/8/2017;BOLETA;HOMBRE;51;ECUATORIANA
ZONA 7;LOJA;LOJA;VIOLACION;24/8/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 7;LOJA;LOJA;VIOLACION;24/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 7;LOJA;LOJA;VIOLACION;24/8/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2017;BOLETA;HOMBRE;26;ECUATORIANA
ZONA 2;NAPO;TENA;REBELION Y ATENTADO;24/8/2017;FLAGRANTE;HOMBRE;56;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;24/8/2017;BOLETA;HOMBRE;50;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;24/8/2017;BOLETA;HOMBRE;28;ECUATORIANA
ZONA 4;MANABI;SAN VICENTE;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 4;MANABI;SAN VICENTE;ROBO A PERSONAS;23/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VARIOS;23/8/2017;FLAGRANTE;HOMBRE;49;ECUATORIANA
ZONA 7;ZAMORA CHINCHIPE;EL PANGUI;VARIOS;24/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2017;FLAGRANTE;HOMBRE;52;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ASOCIACION ILICITA;24/8/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;24/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2017;BOLETA;HOMBRE;43;ECUATORIANA
ZONA 5;GUAYAS;NARANJAL;HURTO;24/8/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 5;GUAYAS;NARANJAL;HURTO;24/8/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 5;GUAYAS;NARANJAL;HURTO;24/8/2017;FLAGRANTE;HOMBRE;31;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;24/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 7;LOJA;MACARA;VARIOS;24/8/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 9;DMQ;QUITO;INVASIONES/ALLANAMIENTO;24/8/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2017;BOLETA;HOMBRE;27;ECUATORIANA
