Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;29;ECUATORIANA
ZONA 1;ESMERALDAS;QUININDE;VARIOS;14/1/2017;BOLETA;HOMBRE;41;ECUATORIANA
ZONA 5;GUAYAS;BALZAR;VARIOS;14/1/2017;BOLETA;HOMBRE;24;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;48;ECUATORIANA
ZONA 4;MANABI;PORTOVIEJO;VARIOS;14/1/2017;BOLETA;HOMBRE;41;ECUATORIANA
ZONA 4;MANABI;PEDERNALES;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;26;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;49;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;OTROS ROBOS;14/1/2017;BOLETA;HOMBRE;28;ECUATORIANA
ZONA 4;MANABI;CHONE;VARIOS;14/1/2017;BOLETA;HOMBRE;35;ECUATORIANA
ZONA 7;EL ORO;PASAJE;VARIOS;14/1/2017;BOLETA;HOMBRE;25;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;14/1/2017;BOLETA;MUJER;46;ECUATORIANA
ZONA 6;AZUAY;CUENCA;OTROS ROBOS;14/1/2017;FLAGRANTE;HOMBRE;17;ECUATORIANA
ZONA 7;EL ORO;CHILLA;ABUSO DE CONFIANZA;14/1/2017;FLAGRANTE;HOMBRE;53;ECUATORIANA
ZONA 7;EL ORO;CHILLA;ABUSO DE CONFIANZA;14/1/2017;FLAGRANTE;HOMBRE;43;ECUATORIANA
ZONA 1;ESMERALDAS;SAN LORENZO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 1;ESMERALDAS;SAN LORENZO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;28;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;39;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;31;ECUATORIANA
ZONA 4;MANABI;JIPIJAPA;HURTO;14/1/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;14/1/2017;BOLETA;HOMBRE;46;ECUATORIANA
ZONA 5;GUAYAS;MILAGRO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;37;ECUATORIANA
ZONA 7;EL ORO;EL GUABO;VARIOS;14/1/2017;BOLETA;HOMBRE;27;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;14/1/2017;BOLETA;HOMBRE;18;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;DELITO ENERGETICO;14/1/2017;FLAGRANTE;MUJER;46;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;17;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;29;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;14/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;50;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;37;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;40;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;40;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;MUJER;35;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;38;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 1;CARCHI;TULCAN;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;37;ECUATORIANA
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 6;AZUAY;CUENCA;VARIOS;14/1/2017;BOLETA;HOMBRE;;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 4;MANABI;MANTA;ASESINATO;14/1/2017;BOLETA;MUJER;18;ECUATORIANA
ZONA 2;PICHINCHA;PEDRO MONCAYO;VARIOS;14/1/2017;BOLETA;HOMBRE;35;ECUATORIANA
ZONA 9;DMQ;QUITO;RECEPTACION;14/1/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 1;SUCUMBIOS;CASCALES;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;;PERUANA
ZONA 1;IMBABURA;OTAVALO;VARIOS;14/1/2017;BOLETA;HOMBRE;35;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;14/1/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;14/1/2017;BOLETA;HOMBRE;32;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;;PERUANA
ZONA 2;PICHINCHA;PEDRO MONCAYO;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 5;SANTA ELENA;SALINAS;VARIOS;14/1/2017;BOLETA;HOMBRE;40;ECUATORIANA
ZONA 8;DMG;DURAN;TENTATIVA DE ROBO;14/1/2017;FLAGRANTE;HOMBRE;15;ECUATORIANA
ZONA 5;LOS RIOS;BUENA FE;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 5;GUAYAS;NARANJAL;VIOLACION;14/1/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;35;ECUATORIANA
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;51;ECUATORIANA
ZONA 3;PASTAZA;PASTAZA;VARIOS;14/1/2017;BOLETA;HOMBRE;22;ECUATORIANA
ZONA 4;MANABI;MANTA;VARIOS;14/1/2017;FLAGRANTE;MUJER;;SIN DATO
ZONA 5;LOS RIOS;VINCES;HERIDAS/LESIONES;14/1/2017;BOLETA;HOMBRE;29;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;18;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;FLAGRANTE;MUJER;;MEXICANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;34;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;14/1/2017;BOLETA;HOMBRE;34;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;14/1/2017;BOLETA;HOMBRE;24;ECUATORIANA
ZONA 5;LOS RIOS;BABAHOYO;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;VARIOS;14/1/2017;BOLETA;HOMBRE;61;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;26;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;16;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;HURTO;14/1/2017;FLAGRANTE;HOMBRE;38;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;14/1/2017;BOLETA;HOMBRE;36;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 1;CARCHI;MONTUFAR;VARIOS;14/1/2017;BOLETA;HOMBRE;31;ECUATORIANA
ZONA 7;LOJA;LOJA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;14/1/2017;BOLETA;HOMBRE;72;ECUATORIANA
ZONA 4;MANABI;MANTA;ASESINATO;14/1/2017;BOLETA;HOMBRE;26;ECUATORIANA
ZONA 4;MANABI;MANTA;ASESINATO;14/1/2017;BOLETA;MUJER;20;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;14/1/2017;BOLETA;HOMBRE;42;ECUATORIANA
ZONA 5;SANTA ELENA;SALINAS;USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD;14/1/2017;BOLETA;HOMBRE;19;ECUATORIANA
ZONA 5;LOS RIOS;BABAHOYO;VIOLACION;14/1/2017;FLAGRANTE;HOMBRE;40;ECUATORIANA
ZONA 5;LOS RIOS;BABAHOYO;VIOLACION;14/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 5;LOS RIOS;BABAHOYO;VIOLACION;14/1/2017;FLAGRANTE;MUJER;18;ECUATORIANA
ZONA 5;LOS RIOS;BABAHOYO;VIOLACION;14/1/2017;FLAGRANTE;HOMBRE;26;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;14/1/2017;BOLETA;HOMBRE;35;ECUATORIANA
ZONA 7;LOJA;LOJA;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 7;LOJA;LOJA;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;41;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;MUJER;18;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;REBELION Y ATENTADO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;REBELION Y ATENTADO;14/1/2017;FLAGRANTE;MUJER;;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;14/1/2017;BOLETA;HOMBRE;33;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;14/1/2017;BOLETA;HOMBRE;36;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;48;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;MUJER;38;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;14/1/2017;BOLETA;HOMBRE;25;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;14/1/2017;BOLETA;HOMBRE;47;ECUATORIANA
ZONA 5;GUAYAS;NARANJAL;VARIOS;14/1/2017;BOLETA;HOMBRE;21;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;31;ECUATORIANA
ZONA 5;GUAYAS;DAULE;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;59;ECUATORIANA
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;14/1/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 4;MANABI;EL CARMEN;HERIDAS/LESIONES;14/1/2017;BOLETA;HOMBRE;31;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;42;ECUATORIANA
ZONA 1;ESMERALDAS;ESMERALDAS;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;14/1/2017;BOLETA;HOMBRE;32;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;;SIN DATO
ZONA 7;EL ORO;MACHALA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;14/1/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 3;PASTAZA;PASTAZA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;34;ECUATORIANA
ZONA 4;MANABI;PORTOVIEJO;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;50;ECUATORIANA
ZONA 7;LOJA;LOJA;ROBO A UNIDADES ECONOMICAS;14/1/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 9;DMQ;QUITO;HURTO;14/1/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 9;DMQ;QUITO;HURTO;14/1/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;14/1/2017;BOLETA;HOMBRE;17;ECUATORIANA
ZONA 4;MANABI;MANTA;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 4;MANABI;MANTA;HURTO;14/1/2017;FLAGRANTE;MUJER;37;ECUATORIANA
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;15;ECUATORIANA
ZONA 9;DMQ;QUITO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;30;ECUATORIANA
ZONA 5;GUAYAS;NARANJITO;VARIOS;14/1/2017;BOLETA;HOMBRE;39;ECUATORIANA
ZONA 5;GUAYAS;EMPALME;VARIOS;14/1/2017;BOLETA;HOMBRE;37;ECUATORIANA
ZONA 6;AZUAY;CUENCA;VARIOS;14/1/2017;BOLETA;HOMBRE;28;ECUATORIANA
ZONA 5;SANTA ELENA;SANTA ELENA;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;21;ECUATORIANA
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;MICROTRAFICO;14/1/2017;FLAGRANTE;MUJER;32;ECUATORIANA
ZONA 5;GUAYAS;MILAGRO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;25;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;RECEPTACION;14/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;VARIOS;14/1/2017;FLAGRANTE;HOMBRE;45;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2017;BOLETA;HOMBRE;39;ECUATORIANA
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;14/1/2017;BOLETA;HOMBRE;;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;ROBO A MOTOS;14/1/2017;FLAGRANTE;HOMBRE;16;ECUATORIANA
ZONA 7;EL ORO;HUAQUILLAS;ROBO A MOTOS;14/1/2017;FLAGRANTE;HOMBRE;17;ECUATORIANA
ZONA 3;COTOPAXI;LATACUNGA;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;14/1/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
ZONA 1;IMBABURA;OTAVALO;VARIOS;14/1/2017;BOLETA;HOMBRE;44;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;14/1/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 3;CHIMBORAZO;RIOBAMBA;MICROTRAFICO;14/1/2017;FLAGRANTE;HOMBRE;28;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;15/1/2017;BOLETA;HOMBRE;38;ECUATORIANA
ZONA 1;CARCHI;TULCAN;EVASION DE IMPUESTOS;15/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 1;CARCHI;TULCAN;EVASION DE IMPUESTOS;15/1/2017;FLAGRANTE;MUJER;34;ECUATORIANA
ZONA 1;CARCHI;TULCAN;EVASION DE IMPUESTOS;15/1/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 1;CARCHI;TULCAN;EVASION DE IMPUESTOS;15/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;23;ECUATORIANA
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;56;ECUATORIANA
ZONA 1;ESMERALDAS;SAN LORENZO;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;36;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VIOLACION;15/1/2017;FLAGRANTE;HOMBRE;14;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;TRAFICO/TENENCIA DE MONEDA FALSA;15/1/2017;FLAGRANTE;MUJER;22;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;TRAFICO/TENENCIA DE MONEDA FALSA;15/1/2017;FLAGRANTE;MUJER;14;ECUATORIANA
ZONA 3;TUNGURAHUA;AMBATO;ROBO DE BIENES
ZONA 3;TUNGURAHUA;AMBATO;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;40;ECUATORIANA
ZONA 5;GALAPAGOS;SANTA CRUZ;VARIOS;15/1/2017;BOLETA;HOMBRE;47;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15/1/2017;FLAGRANTE;HOMBRE;14;ECUATORIANA
ZONA 3;COTOPAXI;LA MANA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;15/1/2017;FLAGRANTE;HOMBRE;48;ECUATORIANA
ZONA 5;SANTA ELENA;SALINAS;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;MUJER;51;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;MUJER;25;ECUATORIANA
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;15/1/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 4;MANABI;MONTECRISTI;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 5;SANTA ELENA;LA LIBERTAD;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;MUJER;28;ECUATORIANA
ZONA 5;SANTA ELENA;LA LIBERTAD;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 2;NAPO;TENA;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;51;ECUATORIANA
ZONA 4;MANABI;MANTA;MICROTRAFICO;15/1/2017;FLAGRANTE;HOMBRE;18;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;44;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;MICROTRAFICO;15/1/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 5;GUAYAS;SIMON BOLIVAR;MICROTRAFICO;15/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;15/1/2017;BOLETA;HOMBRE;21;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;15/1/2017;BOLETA;HOMBRE;28;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;15/1/2017;BOLETA;HOMBRE;41;ECUATORIANA
ZONA 1;CARCHI;TULCAN;VARIOS;15/1/2017;BOLETA;HOMBRE;29;ECUATORIANA
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 1;ESMERALDAS;ELOY ALFARO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15/1/2017;FLAGRANTE;HOMBRE;19;ECUATORIANA
ZONA 8;DMG;GUAYAQUIL;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;45;ECUATORIANA
ZONA 3;TUNGURAHUA;TISALEO;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 5;GUAYAS;BALZAR;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;29;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;24;ECUATORIANA
ZONA 7;EL ORO;MACHALA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;42;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;15/1/2017;BOLETA;HOMBRE;37;ECUATORIANA
ZONA 1;SUCUMBIOS;LAGO AGRIO;TENTATIVA ASESINATO/HOMICIDIO;15/1/2017;FLAGRANTE;MUJER;;COLOMBIANA
ZONA 1;IMBABURA;COTACACHI;REBELION Y ATENTADO;15/1/2017;FLAGRANTE;HOMBRE;25;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO DOMICILIO;15/1/2017;FLAGRANTE;HOMBRE;;ECUATORIANA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;15/1/2017;FLAGRANTE;HOMBRE;22;ECUATORIANA
ZONA 3;TUNGURAHUA;TISALEO;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;34;ECUATORIANA
ZONA 1;IMBABURA;COTACACHI;REBELION Y ATENTADO;15/1/2017;FLAGRANTE;HOMBRE;35;ECUATORIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;15/1/2017;FLAGRANTE;MUJER;;COLOMBIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 1;IMBABURA;IBARRA;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;;COLOMBIANA
ZONA 5;LOS RIOS;VINCES;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;20;ECUATORIANA
ZONA 9;DMQ;QUITO;VARIOS;15/1/2017;FLAGRANTE;HOMBRE;27;ECUATORIANA
ZONA 5;GUAYAS;EMPALME;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;MUJER;23;ECUATORIANA
ZONA 5;GUAYAS;EMPALME;HERIDAS/LESIONES;15/1/2017;FLAGRANTE;HOMBRE;39;ECUATORIANA
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A MOTOS;15/1/2017;FLAGRANTE;HOMBRE;32;ECUATORIANA
