Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 6;MORONA SANTIAGO;MORONA;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;29/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;29/6/2018;FLAGRANTE;MUJER;18;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;29/6/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;IMBABURA;IBARRA;MICROTRAFICO;29/6/2018;FLAGRANTE;MUJER;21;ECUADOR
ZONA 1;IMBABURA;IBARRA;MICROTRAFICO;29/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;LOJA;CATAMAYO;VARIOS;29/6/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 7;LOJA;CATAMAYO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;DELITO AMBIENTAL;29/6/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;DELITO AMBIENTAL;29/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;DELITO AMBIENTAL;29/6/2018;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;VARIOS;29/6/2018;FLAGRANTE;HOMBRE;71;ECUADOR
ZONA 7;LOJA;CATAMAYO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;BOLETA ;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;30/6/2018;BOLETA ;HOMBRE;27;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;29/6/2018;BOLETA ;HOMBRE;27;ECUADOR
ZONA 4;MANABI;CHONE;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 4;MANABI;CHONE;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;30/6/2018;BOLETA ;HOMBRE;26;ECUADOR
ZONA 7;EL ORO;MACHALA;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;ROCAFUERTE;VARIOS;30/6/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;30/6/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;VARIOS;30/6/2018;BOLETA ;HOMBRE;34;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLACION;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;BOLETA ;HOMBRE;40;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;30/6/2018;BOLETA ;HOMBRE;41;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;VARIOS;30/6/2018;BOLETA ;HOMBRE;38;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;30/6/2018;BOLETA ;HOMBRE;57;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;30/6/2018;BOLETA ;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A MOTOS;30/6/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A MOTOS;30/6/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;VARIOS;30/6/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;BOLETA ;HOMBRE;47;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;EL ORO;MACHALA;HURTO;30/6/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;CARCHI;MONTUFAR;VARIOS;30/6/2018;BOLETA ;HOMBRE;SIN DATO;COLOMBIA
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;30/6/2018;BOLETA ;HOMBRE;38;ECUADOR
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;VARIOS;30/6/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;30/6/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;30/6/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 6;CAÑAR;CAÑAR;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;30/6/2018;BOLETA ;HOMBRE;55;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 3;COTOPAXI;LA MANA;VARIOS;30/6/2018;BOLETA ;HOMBRE;42;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;GALAPAGOS;SANTA CRUZ;HURTO;30/6/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;EL ORO;MACHALA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 7;EL ORO;MACHALA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;30/6/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;30/6/2018;BOLETA ;HOMBRE;50;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HURTO;30/6/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;EMPALME;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;TENTATIVA DE ROBO;30/6/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;TENTATIVA DE ROBO;30/6/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 4;MANABI;PICHINCHA;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;32;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;MUJER;43;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;MUJER;40;ECUADOR
ZONA 5;GUAYAS;PEDRO CARBO;ESTAFA;30/6/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;LOS RIOS;VALENCIA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;29/6/2018;BOLETA ;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;LOS RIOS;PUEBLO VIEJO;VARIOS;30/6/2018;BOLETA ;HOMBRE;19;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;OTROS ROBOS;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;MANABI;JIPIJAPA;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;65;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;30/6/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;BOLIVAR;VARIOS;30/6/2018;BOLETA ;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;30/6/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;30/6/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;30/6/2018;BOLETA ;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 1;IMBABURA;COTACACHI;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;29/6/2018;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;70;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 1;IMBABURA;IBARRA;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;60;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;30/6/2018;BOLETA ;HOMBRE;46;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;30/6/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;HURTO;30/6/2018;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;30/6/2018;BOLETA ;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;30/6/2018;FLAGRANTE;MUJER;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HURTO;30/6/2018;FLAGRANTE;MUJER;55;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HURTO;30/6/2018;FLAGRANTE;MUJER;25;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;30/6/2018;BOLETA ;HOMBRE;49;ECUADOR
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 7;EL ORO;PASAJE;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;30/6/2018;BOLETA ;HOMBRE;49;ECUADOR
ZONA 7;EL ORO;EL GUABO;ASESINATO;30/6/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;30/6/2018;FLAGRANTE;MUJER;21;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;MUJER;28;ECUADOR
ZONA 3;CHIMBORAZO;ALAUSI;VARIOS;30/6/2018;BOLETA ;HOMBRE;47;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;30/6/2018;BOLETA ;HOMBRE;37;ECUADOR
ZONA 6;AZUAY;PAUTE;VARIOS;30/6/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 7;EL ORO;MACHALA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VIOLACION;30/6/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 6;AZUAY;CUENCA;ROBO A PERSONAS;30/6/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 4;MANABI;EL CARMEN;INTIMIDACION/AMENAZA;30/6/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 4;MANABI;EL CARMEN;INTIMIDACION/AMENAZA;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;MANABI;TOSAGUA;VARIOS;30/6/2018;BOLETA ;HOMBRE;40;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;30/6/2018;BOLETA ;HOMBRE;33;ECUADOR
ZONA 1;IMBABURA;OTAVALO;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;30/6/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS;30/6/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS;30/6/2018;FLAGRANTE;MUJER;18;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;VARIOS;30/6/2018;BOLETA ;HOMBRE;43;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;30/6/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;30/6/2018;BOLETA ;HOMBRE;36;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;36;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;30/6/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;30/6/2018;BOLETA ;HOMBRE;50;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;30/6/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 7;EL ORO;PASAJE;RECEPTACION;30/6/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;30/6/2018;BOLETA ;HOMBRE;23;ECUADOR
ZONA 6;AZUAY;CUENCA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;30/6/2018;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 6;AZUAY;CUENCA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;30/6/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;30/6/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;30/6/2018;FLAGRANTE;MUJER;SIN DATO;ECUADOR
ZONA 8;DMG;DURAN;OTROS ROBOS;30/6/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;HERIDAS/LESIONES;30/6/2018;FLAGRANTE;HOMBRE;54;ECUADOR
