Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;23/8/2018;BOLETA ;HOMBRE;37;ECUADOR
ZONA 8;DMG;DURAN;HURTO;23/8/2018;FLAGRANTE;MUJER;22;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23/8/2018;FLAGRANTE;HOMBRE;80;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 6;MORONA SANTIAGO;TIWINTZA;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RECEPTACION;23/8/2018;FLAGRANTE;HOMBRE;26;VENEZUELA
ZONA 3;CHIMBORAZO;RIOBAMBA;RECEPTACION;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;23/8/2018;BOLETA ;HOMBRE;38;ECUADOR
ZONA 4;MANABI;FLAVIO ALFARO;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 4;MANABI;CHONE;VARIOS;23/8/2018;BOLETA ;HOMBRE;26;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;MUJER;31;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 3;CHIMBORAZO;COLTA;VARIOS;23/8/2018;BOLETA ;HOMBRE;37;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;CHONE;VARIOS;23/8/2018;BOLETA ;HOMBRE;39;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;23/8/2018;BOLETA ;MUJER;35;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;23/8/2018;BOLETA ;HOMBRE;36;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;23/8/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;23/8/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;SUCUA;VARIOS;23/8/2018;BOLETA ;HOMBRE;36;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;23/8/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;23/8/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;MUJER;25;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;HOMBRE;24;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2018;BOLETA ;HOMBRE;43;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;FALSIFICACION;23/8/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 7;EL ORO;PORTOVELO;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;23/8/2018;FLAGRANTE;MUJER;73;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;23/8/2018;BOLETA ;HOMBRE;44;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;23/8/2018;BOLETA ;HOMBRE;22;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;23/8/2018;BOLETA ;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 6;CAÑAR;BIBLIAN;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;23/8/2018;BOLETA ;HOMBRE;66;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;23/8/2018;BOLETA ;MUJER;19;ECUADOR
ZONA 4;MANABI;SAN VICENTE;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;23/8/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2018;BOLETA ;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;INGLATERRA
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;23/8/2018;BOLETA ;HOMBRE;45;ECUADOR
ZONA 4;MANABI;TOSAGUA;RECEPTACION;23/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;23/8/2018;BOLETA ;HOMBRE;48;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 4;MANABI;ROCAFUERTE;VARIOS;23/8/2018;BOLETA ;HOMBRE;29;ECUADOR
ZONA 4;MANABI;CHONE;HURTO;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 4;MANABI;MANTA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 5;GUAYAS;NARANJITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;23/8/2018;BOLETA ;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;SAMBORONDON;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;23/8/2018;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;MORONA SANTIAGO;PALORA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ACOSO SEXUAL;23/8/2018;FLAGRANTE;HOMBRE;67;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;23/8/2018;BOLETA ;HOMBRE;32;ECUADOR
ZONA 4;MANABI;EL CARMEN;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;SIN DATO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;MANABI;CHONE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;REBELION Y ATENTADO;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;REBELION Y ATENTADO;23/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;REBELION Y ATENTADO;23/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;LOJA;PALTAS;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;56;ECUADOR
ZONA 5;GUAYAS;MILAGRO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 6;AZUAY;CUENCA;INTIMIDACION/AMENAZA;24/8/2018;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;RECEPTACION;24/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 3;COTOPAXI;PUJILI;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;HOMBRE;61;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 7;LOJA;LOJA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 7;LOJA;LOJA;VARIOS;24/8/2018;BOLETA ;HOMBRE;30;ECUADOR
ZONA 4;MANABI;EL CARMEN;HURTO;23/8/2018;FLAGRANTE;MUJER;22;ECUADOR
ZONA 4;MANABI;EL CARMEN;HURTO;23/8/2018;FLAGRANTE;MUJER;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 5;LOS RIOS;QUINSALOMA;VARIOS;24/8/2018;BOLETA ;HOMBRE;35;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;24/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;24/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;24/8/2018;FLAGRANTE;MUJER;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;41;ECUADOR
ZONA 6;AZUAY;GUALACEO;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;23/8/2018;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 4;MANABI;PEDERNALES;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 4;MANABI;PEDERNALES;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;MUJER;25;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;HOMBRE;44;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;HOMBRE;29;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VIOLACION;23/8/2018;FLAGRANTE;HOMBRE;13;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;24/8/2018;BOLETA ;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 4;MANABI;CHONE;VARIOS;24/8/2018;BOLETA ;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;MUJER;44;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;24/8/2018;BOLETA ;HOMBRE;34;ECUADOR
ZONA 6;AZUAY;CUENCA;MICROTRAFICO;24/8/2018;FLAGRANTE;MUJER;25;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VARIOS;24/8/2018;BOLETA ;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;56;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;ROBO DOMICILIO;23/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;HOMBRE;27;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;61;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;23/8/2018;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;INTIMIDACION/AMENAZA;24/8/2018;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;26;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23/8/2018;BOLETA ;MUJER;47;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 4;MANABI;FLAVIO ALFARO;RECEPTACION;24/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;MUJER;27;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;MUJER;40;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;59;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;23/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;MUJER;32;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;24/8/2018;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;ORELLANA;LORETO;ROBO DOMICILIO;24/8/2018;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;MUJER;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;SIN DATO;VENEZUELA
ZONA 6;AZUAY;CUENCA;TRAFICO/TENENCIA DE MONEDA FALSA;24/8/2018;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;24/8/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24/8/2018;BOLETA ;HOMBRE;37;ECUADOR
ZONA 1;CARCHI;TULCAN;MICROTRAFICO;24/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 1;ESMERALDAS;QUININDE;VARIOS;24/8/2018;BOLETA ;HOMBRE;47;ECUADOR
ZONA 4;MANABI;MANTA;RECEPTACION;24/8/2018;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;24/8/2018;FLAGRANTE;MUJER;17;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ACOSO SEXUAL;24/8/2018;FLAGRANTE;HOMBRE;13;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;24/8/2018;BOLETA ;MUJER;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;24/8/2018;BOLETA ;MUJER;25;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;24/8/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 6;CAÑAR;EL TAMBO;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 3;COTOPAXI;SAQUISILI;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 4;MANABI;MANTA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;24/8/2018;BOLETA ;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;VARIOS;24/8/2018;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24/8/2018;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;24/8/2018;BOLETA ;HOMBRE;25;ECUADOR
ZONA 7;EL ORO;MACHALA;TENTATIVA DE ROBO;24/8/2018;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HERIDAS/LESIONES;24/8/2018;FLAGRANTE;HOMBRE;36;ECUADOR
