Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;BOLETA DE APREMIO;2/11/2021;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;30/10/2021;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;PASAJE;BOLETA DE APREMIO;31/10/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;30/10/2021;HOMBRE;57;ECUATORIANO
ZONA 3;TUNGURAHUA;TISALEO;BOLETA DE APREMIO;1/11/2021;HOMBRE;22;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;2/11/2021;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;2/11/2021;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JARAMIJO;BOLETA DE APREMIO;1/11/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;2/11/2021;HOMBRE;34;ECUATORIANO
ZONA 7;LOJA;SARAGURO;BOLETA DE APREMIO;2/11/2021;HOMBRE;32;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;BOLETA DE APREMIO;2/11/2021;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/11/2021;HOMBRE;59;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;4/11/2021;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;2/11/2021;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/11/2021;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;3/11/2021;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;BOLETA DE APREMIO;31/10/2021;HOMBRE;32;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;BOLETA DE APREMIO;1/11/2021;HOMBRE;42;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;2/11/2021;HOMBRE;29;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;2/11/2021;HOMBRE;32;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;3/11/2021;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/11/2021;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;BOLETA DE APREMIO;3/11/2021;HOMBRE;24;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE APREMIO;3/11/2021;HOMBRE;56;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;3/11/2021;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;1/11/2021;HOMBRE;34;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;3/11/2021;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;BOLETA DE APREMIO;4/11/2021;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;4/11/2021;HOMBRE;44;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;4/11/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;4/11/2021;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;4/11/2021;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;CUMANDA;BOLETA DE APREMIO;4/11/2021;HOMBRE;35;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;4/11/2021;HOMBRE;44;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;BOLETA DE APREMIO;3/11/2021;HOMBRE;27;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;3/11/2021;HOMBRE;52;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;4/11/2021;HOMBRE;63;ECUATORIANO
ZONA 5;GUAYAS;DAULE;BOLETA DE APREMIO;2/11/2021;HOMBRE;30;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;4/11/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/11/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;4/11/2021;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;4/11/2021;HOMBRE;51;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;4/11/2021;HOMBRE;43;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;BOLETA DE APREMIO;3/11/2021;HOMBRE;57;ECUATORIANO
ZONA 7;EL ORO;PASAJE;BOLETA DE APREMIO;3/11/2021;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;31/10/2021;HOMBRE;40;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE APREMIO;4/11/2021;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;2/11/2021;HOMBRE;51;ECUATORIANO
ZONA 5;LOS RIOS;QUINSALOMA;BOLETA DE APREMIO;3/11/2021;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;5/11/2021;HOMBRE;44;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;2/11/2021;HOMBRE;36;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;4/11/2021;HOMBRE;32;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;4/11/2021;HOMBRE;51;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;3/11/2021;HOMBRE;35;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;5/11/2021;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;5/11/2021;HOMBRE;26;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;EL PANGUI;BOLETA DE APREMIO;2/11/2021;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;48;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;4/11/2021;HOMBRE;32;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;5/11/2021;HOMBRE;46;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;6/11/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;2/11/2021;HOMBRE;35;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;6/11/2021;HOMBRE;45;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;BOLETA DE APREMIO;6/11/2021;HOMBRE;62;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;6/11/2021;HOMBRE;35;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;5/11/2021;HOMBRE;40;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;6/11/2021;HOMBRE;39;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE APREMIO;3/11/2021;HOMBRE;37;ECUATORIANO
ZONA 3;CHIMBORAZO;CUMANDA;BOLETA DE APREMIO;4/11/2021;HOMBRE;43;ECUATORIANO
ZONA 3;CHIMBORAZO;ALAUSI;BOLETA DE APREMIO;6/11/2021;HOMBRE;38;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE APREMIO;4/11/2021;HOMBRE;28;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;BOLETA DE APREMIO;5/11/2021;HOMBRE;41;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;6/11/2021;HOMBRE;25;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;BOLETA DE APREMIO;6/11/2021;HOMBRE;51;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;7/11/2021;HOMBRE;51;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;BOLETA DE APREMIO;7/11/2021;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;BOLETA DE APREMIO;3/11/2021;HOMBRE;43;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;4/11/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/11/2021;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;5/11/2021;HOMBRE;41;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;6/11/2021;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;6/11/2021;HOMBRE;37;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;8/11/2021;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;BOLETA DE APREMIO;7/11/2021;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;43;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;7/11/2021;HOMBRE;56;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;8/11/2021;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;8/11/2021;HOMBRE;45;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;BOLETA DE APREMIO;5/11/2021;HOMBRE;45;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;7/11/2021;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;50;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;5/11/2021;HOMBRE;40;ECUATORIANO
ZONA 6;CAÑAR;SUSCAL;BOLETA DE APREMIO;5/11/2021;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;5/11/2021;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE APREMIO;8/11/2021;HOMBRE;49;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;8/11/2021;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/11/2021;HOMBRE;29;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;BOLETA DE APREMIO;8/11/2021;HOMBRE;43;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;22;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;BOLETA DE APREMIO;9/11/2021;HOMBRE;64;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;10/11/2021;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;43;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;7/11/2021;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE APREMIO;7/11/2021;HOMBRE;39;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;6/11/2021;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;10/11/2021;HOMBRE;34;ECUATORIANO
ZONA 5;BOLIVAR;SAN MIGUEL;BOLETA DE APREMIO;6/11/2021;HOMBRE;49;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;8/11/2021;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;40;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;43;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;6/11/2021;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;5/11/2021;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;60;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE APREMIO;9/11/2021;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;10/11/2021;MUJER;37;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;BOLETA DE APREMIO;5/11/2021;HOMBRE;49;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE APREMIO;7/11/2021;HOMBRE;46;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;BOLETA DE APREMIO;8/11/2021;HOMBRE;58;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;10/11/2021;HOMBRE;41;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;6/11/2021;HOMBRE;34;ECUATORIANO
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;BOLETA DE APREMIO;8/11/2021;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;64;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE APREMIO;5/11/2021;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE APREMIO;8/11/2021;HOMBRE;36;ECUATORIANO
ZONA 3;COTOPAXI;PUJILI;BOLETA DE APREMIO;7/11/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;10/11/2021;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;8/11/2021;HOMBRE;38;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;BOLETA DE APREMIO;10/11/2021;HOMBRE;71;ECUATORIANO
ZONA 6;AZUAY;CHORDELEG;BOLETA DE APREMIO;7/11/2021;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;7/11/2021;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;39;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;9/11/2021;HOMBRE;41;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;6/11/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;9/11/2021;HOMBRE;33;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE APREMIO;9/11/2021;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE APREMIO;10/11/2021;HOMBRE;36;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE APREMIO;5/11/2021;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;BOLETA DE APREMIO;5/11/2021;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;9/11/2021;HOMBRE;46;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;5/11/2021;HOMBRE;53;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;8/11/2021;HOMBRE;51;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;8/11/2021;HOMBRE;34;ECUATORIANO
ZONA 7;LOJA;PALTAS;BOLETA DE APREMIO;9/11/2021;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE APREMIO;5/11/2021;HOMBRE;48;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;9/11/2021;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;8/11/2021;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;52;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;9/11/2021;HOMBRE;29;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;BOLETA DE APREMIO;6/11/2021;HOMBRE;48;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;5/11/2021;HOMBRE;40;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;6/11/2021;HOMBRE;45;ECUATORIANO
ZONA 3;CHIMBORAZO;CHUNCHI;BOLETA DE APREMIO;8/11/2021;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;SANTA ANA;BOLETA DE APREMIO;9/11/2021;HOMBRE;43;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;BOLETA DE APREMIO;9/11/2021;HOMBRE;43;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;53;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;9/11/2021;HOMBRE;34;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;5/11/2021;HOMBRE;48;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;BOLETA DE APREMIO;10/11/2021;HOMBRE;39;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;BOLETA DE APREMIO;6/11/2021;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;BOLETA DE APREMIO;10/11/2021;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;MUJER;46;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;6/11/2021;HOMBRE;37;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;7/11/2021;HOMBRE;37;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;8/11/2021;HOMBRE;54;ECUATORIANO
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;BOLETA DE APREMIO;9/11/2021;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;10/11/2021;HOMBRE;34;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;10/11/2021;HOMBRE;29;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;5/11/2021;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;10/11/2021;HOMBRE;37;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;BOLETA DE APREMIO;9/11/2021;HOMBRE;55;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/11/2021;HOMBRE;35;ECUATORIANO
ZONA 3;CHIMBORAZO;ALAUSI;BOLETA DE APREMIO;10/11/2021;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;32;ECUATORIANO
ZONA 1;IMBABURA;PIMAMPIRO;BOLETA DE APREMIO;5/11/2021;HOMBRE;24;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;9/11/2021;HOMBRE;41;ECUATORIANO
ZONA 4;MANABI;CHONE;BOLETA DE APREMIO;7/11/2021;HOMBRE;33;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;9/11/2021;HOMBRE;29;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;6/11/2021;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;5/11/2021;HOMBRE;25;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;9/11/2021;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/11/2021;HOMBRE;36;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;BOLETA DE APREMIO;11/11/2021;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;6/11/2021;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/11/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;11/11/2021;HOMBRE;56;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;9/11/2021;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;38;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;12/11/2021;HOMBRE;28;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;12/11/2021;HOMBRE;48;ECUATORIANO
ZONA 7;LOJA;PALTAS;BOLETA DE APREMIO;9/11/2021;HOMBRE;31;ECUATORIANO
ZONA 5;GUAYAS;SALITRE;BOLETA DE APREMIO;11/11/2021;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/11/2021;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;BOLETA DE APREMIO;7/11/2021;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/11/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;11/11/2021;HOMBRE;38;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;12/11/2021;HOMBRE;61;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/11/2021;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;12/11/2021;HOMBRE;46;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;12/11/2021;HOMBRE;31;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;10/11/2021;HOMBRE;32;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;BOLETA DE APREMIO;13/11/2021;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE APREMIO;12/11/2021;HOMBRE;55;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;BOLETA DE APREMIO;12/11/2021;HOMBRE;29;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE APREMIO;12/11/2021;HOMBRE;47;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;13/11/2021;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE APREMIO;13/11/2021;HOMBRE;48;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;BOLETA DE APREMIO;9/11/2021;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/11/2021;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/11/2021;HOMBRE;51;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;10/11/2021;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;12/11/2021;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;12/11/2021;HOMBRE;49;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;13/11/2021;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;BOLETA DE APREMIO;12/11/2021;HOMBRE;22;ECUATORIANO
ZONA 5;BOLIVAR;SAN MIGUEL;BOLETA DE APREMIO;12/11/2021;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;9/11/2021;HOMBRE;29;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;BOLETA DE APREMIO;12/11/2021;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;12/11/2021;HOMBRE;44;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE APREMIO;13/11/2021;HOMBRE;50;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;12/11/2021;HOMBRE;27;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;13/11/2021;HOMBRE;38;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;9/11/2021;HOMBRE;29;COLOMBIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;10/11/2021;HOMBRE;51;ECUATORIANO
