Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 5;GUAYAS;NARANJITO;PERJURIO Y FALSO TESTIMONIO;3/2/2021;HOMBRE;56;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;PERJURIO Y FALSO TESTIMONIO;7/2/2021;MUJER;25;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;PERJURIO Y FALSO TESTIMONIO;12/2/2021;MUJER;14;ECUATORIANO
ZONA 3;TUNGURAHUA;QUERO;PERJURIO Y FALSO TESTIMONIO;22/2/2021;HOMBRE;51;ECUATORIANO
ZONA 7;LOJA;LOJA;PERJURIO Y FALSO TESTIMONIO;17/3/2021;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PERJURIO Y FALSO TESTIMONIO;8/7/2021;HOMBRE;53;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;PERJURIO Y FALSO TESTIMONIO;13/4/2021;MUJER;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PERJURIO Y FALSO TESTIMONIO;17/4/2021;MUJER;49;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;PERJURIO Y FALSO TESTIMONIO;3/2/2021;MUJER;20;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;PERJURIO Y FALSO TESTIMONIO;28/4/2021;MUJER;38;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;PERJURIO Y FALSO TESTIMONIO;13/5/2021;HOMBRE;50;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;PERJURIO Y FALSO TESTIMONIO;10/5/2021;HOMBRE;25;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;PERJURIO Y FALSO TESTIMONIO;28/7/2021;HOMBRE;31;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;PERJURIO Y FALSO TESTIMONIO;28/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;PERJURIO Y FALSO TESTIMONIO;2/6/2021;HOMBRE;72;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;PERJURIO Y FALSO TESTIMONIO;27/8/2021;HOMBRE;50;ECUATORIANO
ZONA 4;MANABI;MANTA;PERJURIO Y FALSO TESTIMONIO;26/8/2021;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;MANTA;PERJURIO Y FALSO TESTIMONIO;26/8/2021;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;MANTA;PERJURIO Y FALSO TESTIMONIO;26/8/2021;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;MANTA;PERJURIO Y FALSO TESTIMONIO;26/8/2021;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;MANTA;PERJURIO Y FALSO TESTIMONIO;26/8/2021;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;PERJURIO Y FALSO TESTIMONIO;30/8/2021;MUJER;32;ECUATORIANO
ZONA 6;AZUAY;GIRON;PERJURIO Y FALSO TESTIMONIO;12/9/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PERJURIO Y FALSO TESTIMONIO;5/10/2021;HOMBRE;50;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;PERJURIO Y FALSO TESTIMONIO;14/10/2021;HOMBRE;36;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;PERJURIO Y FALSO TESTIMONIO;18/10/2021;HOMBRE;27;ECUATORIANO
ZONA 3;TUNGURAHUA;QUERO;PERJURIO Y FALSO TESTIMONIO;7/11/2021;HOMBRE;26;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;PERJURIO Y FALSO TESTIMONIO;8/11/2021;MUJER;55;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;PERJURIO Y FALSO TESTIMONIO;17/11/2021;HOMBRE;50;ECUATORIANO
ZONA 9;DMQ;QUITO;PERJURIO Y FALSO TESTIMONIO;23/11/2021;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;PERJURIO Y FALSO TESTIMONIO;17/12/2021;HOMBRE;22;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;PERJURIO Y FALSO TESTIMONIO;15/12/2021;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;FRAUDE PROCESAL;5/1/2021;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;14/1/2021;HOMBRE;38;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;FRAUDE PROCESAL;27/2/2021;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;18/3/2021;MUJER;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;18/3/2021;HOMBRE;36;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;FRAUDE PROCESAL;7/7/2021;HOMBRE;17;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;FRAUDE PROCESAL;12/5/2021;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;FRAUDE PROCESAL;17/5/2021;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;FRAUDE PROCESAL;16/5/2021;HOMBRE;50;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;FRAUDE PROCESAL;16/5/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;19/5/2021;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;22/5/2021;MUJER;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;22/5/2021;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;FRAUDE PROCESAL;24/5/2021;MUJER;37;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;FRAUDE PROCESAL;21/7/2021;MUJER;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;1/6/2021;HOMBRE;37;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;FRAUDE PROCESAL;8/6/2021;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;MANTA;FRAUDE PROCESAL;1/10/2021;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;MANTA;FRAUDE PROCESAL;1/10/2021;HOMBRE;45;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;FRAUDE PROCESAL;10/11/2021;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FRAUDE PROCESAL;17/2/2021;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;MANTA;REVELACIÓN DE IDENTIDAD DE AGENTE ENCUBIERTO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;7/3/2021;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;MACHALA;EVASIÓN;10/1/2021;HOMBRE;31;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;16/1/2021;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;EVASIÓN;17/1/2021;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;EVASIÓN;19/1/2021;HOMBRE;58;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;EVASIÓN;19/1/2021;MUJER;29;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;21/1/2021;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;MUJER;31;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;MUJER;27;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/1/2021;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;EVASIÓN;26/1/2021;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;30/1/2021;HOMBRE;34;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;1/2/2021;HOMBRE;40;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;1/2/2021;HOMBRE;28;ECUATORIANO
ZONA 1;CARCHI;TULCAN;EVASIÓN;6/2/2021;HOMBRE;37;ECUATORIANO
ZONA 1;CARCHI;TULCAN;EVASIÓN;6/2/2021;MUJER;35;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;7/2/2021;MUJER;37;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;7/2/2021;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;7/2/2021;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;7/2/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;7/2/2021;HOMBRE;38;ECUATORIANO
ZONA 6;AZUAY;SANTA ISABEL;EVASIÓN;14/2/2021;HOMBRE;26;ECUATORIANO
ZONA 6;AZUAY;SANTA ISABEL;EVASIÓN;14/2/2021;HOMBRE;36;ECUATORIANO
ZONA 6;AZUAY;SANTA ISABEL;EVASIÓN;14/2/2021;MUJER;32;ECUATORIANO
ZONA 6;AZUAY;SANTA ISABEL;EVASIÓN;14/2/2021;HOMBRE;44;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EVASIÓN;19/2/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;24/2/2021;HOMBRE;54;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;28/2/2021;HOMBRE;SIN DATO;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;12/6/2021;HOMBRE;21;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;12/6/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;22;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;26;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;13/6/2021;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;14/6/2021;HOMBRE;47;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;EVASIÓN;13/6/2021;HOMBRE;25;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;EVASIÓN;13/6/2021;HOMBRE;51;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;24/3/2021;HOMBRE;53;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;24/3/2021;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;24/3/2021;MUJER;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;2/4/2021;HOMBRE;17;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;2/4/2021;HOMBRE;16;ECUATORIANO
ZONA 7;EL ORO;MACHALA;EVASIÓN;3/4/2021;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;19/8/2021;HOMBRE;24;ECUATORIANO
ZONA 6;AZUAY;CUENCA;EVASIÓN;11/4/2021;MUJER;39;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;19/4/2021;HOMBRE;29;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;1/2/2021;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;EVASIÓN;3/2/2021;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;EVASIÓN;29/4/2021;HOMBRE;24;ECUATORIANO
ZONA 6;AZUAY;SANTA ISABEL;EVASIÓN;14/2/2021;MUJER;38;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;EVASIÓN;2/5/2021;HOMBRE;23;VENEZOLANO
ZONA 4;MANABI;PORTOVIEJO;EVASIÓN;4/5/2021;HOMBRE;47;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;3/5/2021;HOMBRE;24;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;18/6/2021;HOMBRE;30;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;18/6/2021;HOMBRE;36;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;18/6/2021;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;MANTA;EVASIÓN;13/5/2021;HOMBRE;21;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;EVASIÓN;10/5/2021;HOMBRE;32;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;10/5/2021;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;EVASIÓN;10/5/2021;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;10/5/2021;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;6/8/2021;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;20/7/2021;MUJER;29;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;6/8/2021;HOMBRE;27;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;6/8/2021;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;EVASIÓN;27/7/2021;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;EVASIÓN;22/5/2021;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;21/5/2021;HOMBRE;32;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;11/8/2021;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;21/5/2021;HOMBRE;34;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;28/5/2021;HOMBRE;35;ECUATORIANO
ZONA 1;CARCHI;TULCAN;EVASIÓN;31/5/2021;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;EVASIÓN;31/5/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;3/8/2021;HOMBRE;30;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;EVASIÓN;7/8/2021;HOMBRE;33;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;34;COLOMBIANO
ZONA 4;MANABI;JIPIJAPA;EVASIÓN;29/5/2021;HOMBRE;39;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;LOJA;EVASIÓN;31/5/2021;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;24;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;25;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;27;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;SIN DATO;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;5/6/2021;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;34;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;27;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;25;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;34;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;35;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;EVASIÓN;22/7/2021;HOMBRE;25;VENEZOLANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;25;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;25;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EVASIÓN;22/7/2021;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EVASIÓN;22/7/2021;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EVASIÓN;22/7/2021;HOMBRE;28;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EVASIÓN;22/7/2021;HOMBRE;34;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;7/6/2021;MUJER;28;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;11/8/2021;MUJER;46;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;11/8/2021;MUJER;43;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;11/8/2021;HOMBRE;14;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;11/8/2021;HOMBRE;25;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;11/8/2021;HOMBRE;61;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;EVASIÓN;22/7/2021;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;22/7/2021;HOMBRE;26;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;19/8/2021;HOMBRE;35;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;19/8/2021;HOMBRE;31;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;23/8/2021;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;EVASIÓN;23/8/2021;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;30/8/2021;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;24/9/2021;HOMBRE;21;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;EVASIÓN;27/9/2021;HOMBRE;43;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;EVASIÓN;27/9/2021;MUJER;28;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;2/10/2021;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;2/10/2021;HOMBRE;30;VENEZOLANO
ZONA 4;MANABI;PORTOVIEJO;EVASIÓN;5/10/2021;HOMBRE;41;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;EVASIÓN;10/10/2021;HOMBRE;32;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;EVASIÓN;10/10/2021;HOMBRE;35;ECUATORIANO
ZONA 4;MANABI;CHONE;EVASIÓN;7/11/2021;HOMBRE;29;ECUATORIANO
ZONA 7;EL ORO;MACHALA;EVASIÓN;13/11/2021;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;23/11/2021;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;23/11/2021;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;EVASIÓN;21/11/2021;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;EVASIÓN;6/12/2021;HOMBRE;67;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;EVASIÓN;6/12/2021;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;6/12/2021;MUJER;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;14/12/2021;HOMBRE;59;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;12/12/2021;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;12/12/2021;HOMBRE;31;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;EVASIÓN;21/12/2021;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;CHONE;EVASIÓN;21/12/2021;HOMBRE;18;ECUATORIANO
ZONA 4;MANABI;CHONE;EVASIÓN;22/12/2021;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;CHONE;EVASIÓN;22/12/2021;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;CHONE;EVASIÓN;22/12/2021;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;30/12/2021;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EVASIÓN;30/12/2021;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;INGRESO DE ARTÍCULOS PROHIBIDOS;10/3/2021;MUJER;33;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;INGRESO DE ARTÍCULOS PROHIBIDOS;12/3/2021;HOMBRE;44;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;INGRESO DE ARTÍCULOS PROHIBIDOS;12/3/2021;HOMBRE;26;ECUATORIANO
ZONA 1;CARCHI;TULCAN;INGRESO DE ARTÍCULOS PROHIBIDOS;9/3/2021;HOMBRE;18;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;INGRESO DE ARTÍCULOS PROHIBIDOS;10/3/2021;HOMBRE;21;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;INGRESO DE ARTÍCULOS PROHIBIDOS;10/3/2021;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INGRESO DE ARTÍCULOS PROHIBIDOS;6/7/2021;HOMBRE;23;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;INGRESO DE ARTÍCULOS PROHIBIDOS;15/7/2021;HOMBRE;29;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;INGRESO DE ARTÍCULOS PROHIBIDOS;4/1/2021;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INGRESO DE ARTÍCULOS PROHIBIDOS;7/1/2021;MUJER;23;ECUATORIANO
ZONA 1;CARCHI;TULCAN;INGRESO DE ARTÍCULOS PROHIBIDOS;10/1/2021;HOMBRE;31;ECUATORIANO
