Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 5;LOS RIOS;QUEVEDO;LESIONES;19/10/2020;HOMBRE;SIN DATO;VENEZOLANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;22/7/2020;HOMBRE;23;VENEZOLANO
ZONA 7;ZAMORA CHINCHIPE;CHINCHIPE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/1/2020;HOMBRE;23;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;BOLETA DE APREMIO;12/11/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE SEGUNDA CLASE;1/3/2020;MUJER;37;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE AUXILIO;29/10/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/6/2020;HOMBRE;23;ECUATORIANO
ZONA 7;LOJA;LOJA;ABUSO DE CONFIANZA;3/9/2020;HOMBRE;39;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO DE BIENES
ZONA 1;ESMERALDAS;QUININDE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;14/8/2020;HOMBRE;23;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;22/10/2020;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/10/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/8/2020;HOMBRE;32;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;29/6/2020;HOMBRE;23;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;29/2/2020;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;CONTRAVENCIONES DE SEGUNDA CLASE;31/5/2020;HOMBRE;27;ECUATORIANO
ZONA 5;GALAPAGOS;ISABELA;HURTO;11/7/2020;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/11/2020;HOMBRE;35;ECUATORIANO
ZONA 5;GUAYAS;NOBOL;ROBO EN EJES VIALES O CARRETERAS;5/4/2020;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/1/2020;HOMBRE;26;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2020;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;DAULE;TENTATIVA;15/2/2020;HOMBRE;52;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;ROBO A PERSONAS;26/2/2020;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/3/2020;HOMBRE;18;ECUATORIANO
ZONA 7;LOJA;CALVAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/1/2020;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/2/2020;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;18/10/2020;HOMBRE;SIN DATO;PERUANO
ZONA 7;EL ORO;MACHALA;BOLETA DE ENCARCELAMIENTO;29/9/2020;HOMBRE;29;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;29/9/2020;HOMBRE;39;ECUATORIANO
ZONA 6;AZUAY;SIGSIG;ABUSO SEXUAL;26/7/2020;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;PASAJE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;15/2/2020;HOMBRE;45;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;12/8/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/2/2020;MUJER;36;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;4/7/2020;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE MIGRANTES;5/2/2020;HOMBRE;66;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;PALANDA;ATAQUE O RESISTENCIA;6/8/2020;HOMBRE;21;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;PALANDA;ATAQUE O RESISTENCIA;6/8/2020;HOMBRE;23;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE AUXILIO;24/9/2020;HOMBRE;59;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;2/3/2020;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;VIOLACIÓN;2/7/2020;HOMBRE;34;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;14/11/2020;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;29/6/2020;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/3/2020;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/10/2020;HOMBRE;22;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/9/2020;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/8/2020;HOMBRE;19;ECUATORIANO
ZONA 7;LOJA;PALTAS;CONTRAVENCIONES DE PRIMERA CLASE;21/11/2020;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/1/2020;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONCUSIÓN;14/7/2020;HOMBRE;47;ECUATORIANO
ZONA 7;LOJA;ESPINDOLA;CONTRAVENCIONES DE SEGUNDA CLASE;10/5/2020;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/5/2020;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;TENENCIA Y PORTE DE ARMAS;23/11/2020;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO A PERSONAS;1/11/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/11/2020;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/11/2020;HOMBRE;30;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/1/2020;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ATAQUE O RESISTENCIA;17/4/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;2/7/2020;MUJER;20;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;5/9/2020;HOMBRE;19;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE APREMIO;17/2/2020;HOMBRE;56;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;HURTO;18/4/2020;MUJER;31;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/7/2020;HOMBRE;20;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2020;HOMBRE;72;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;8/2/2020;HOMBRE;33;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;CHINCHIPE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/2/2020;HOMBRE;33;PERUANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;4/9/2020;HOMBRE;42;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE AUXILIO;22/6/2020;HOMBRE;40;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/8/2020;HOMBRE;20;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;CONTRAVENCIONES DE PRIMERA CLASE;22/4/2020;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/10/2020;HOMBRE;50;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;CONTRAVENCIONES DE CUARTA CLASE;3/2/2020;HOMBRE;73;ECUATORIANO
ZONA 7;EL ORO;PASAJE;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2020;HOMBRE;22;ECUATORIANO
ZONA 7;LOJA;SARAGURO;ABUSO SEXUAL;21/3/2020;HOMBRE;65;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;13/8/2020;HOMBRE;23;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;EL PANGUI;ALMACENAMIENTO
ZONA 2;ORELLANA;ORELLANA;ROBO  A DOMICILIO;2/9/2020;HOMBRE;38;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE DETENCIÓN/CAPTURA;25/6/2020;HOMBRE;42;ECUATORIANO
ZONA 1;CARCHI;TULCAN;DELINCUENCIA ORGANIZADA;13/11/2020;HOMBRE;SIN DATO;VENEZOLANO
ZONA 3;COTOPAXI;LATACUNGA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;1/11/2020;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;DELITOS CONTRA LOS BIENES INSTITUCIONALES DE FUERZAS ARMADAS O POLICÍA NACIONAL.;14/8/2020;HOMBRE;32;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;18/10/2020;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;8/9/2020;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;FALSIFICACIÓN Y USO DE DOCUMENTO FALSO;22/9/2020;HOMBRE;33;IRANÍ
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;1/3/2020;HOMBRE;57;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO A PERSONAS;12/1/2020;HOMBRE;32;SE DESCONOCE
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/3/2020;HOMBRE;SIN DATO;COLOMBIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE APREMIO;25/11/2020;HOMBRE;37;COLOMBIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;24/2/2020;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;ALMACENAMIENTO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25/11/2020;HOMBRE;32;VENEZOLANO
ZONA 9;DMQ;QUITO;APROPIACIÓN FRAUDULENTA POR MEDIOS ELECTRÓNICOS;9/9/2020;HOMBRE;23;VENEZOLANO
ZONA 7;LOJA;LOJA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/6/2020;HOMBRE;23;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;USURPACIÓN;21/8/2020;HOMBRE;39;ECUATORIANO
ZONA 7;LOJA;LOJA;INTIMIDACIÓN;3/3/2020;HOMBRE;18;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;24/9/2020;HOMBRE;21;ECUATORIANO
ZONA 7;LOJA;LOJA;ASOCIACIÓN ILÍCITA;4/8/2020;HOMBRE;27;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/1/2020;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;16/9/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;27/2/2020;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;PANGUA;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;21/10/2020;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;EVASIÓN;8/3/2020;HOMBRE;39;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;1/2/2020;HOMBRE;17;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIÓN DE HURTO;27/9/2020;HOMBRE;37;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/1/2020;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/9/2020;HOMBRE;29;ECUATORIANO
ZONA 6;AZUAY;CUENCA;DAÑO A BIEN AJENO;27/9/2020;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/10/2020;HOMBRE;56;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN;30/8/2020;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A  UNIDADES ECONOMICAS;4/6/2020;HOMBRE;25;ECUATORIANO
ZONA 1;CARCHI;MONTUFAR;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/10/2020;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/3/2020;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/9/2020;MUJER;42;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;FEMICIDIO;5/5/2020;HOMBRE;38;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ROBO;7/4/2020;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE DETENCIÓN/CAPTURA;28/1/2020;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;PASAJE;BOLETA DE APREMIO;26/11/2020;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;BOLETA DE AUXILIO;16/9/2020;MUJER;32;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLACIÓN;31/7/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A  UNIDADES ECONOMICAS;4/6/2020;HOMBRE;49;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ARMAS DE FUEGO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;TENENCIA Y PORTE DE ARMAS;6/3/2020;HOMBRE;44;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/2/2020;HOMBRE;44;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ROBO A PERSONAS;17/6/2020;HOMBRE;19;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;TENENCIA Y PORTE DE ARMAS;2/2/2020;HOMBRE;17;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/9/2020;HOMBRE;37;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/9/2020;HOMBRE;23;ECUATORIANO
ZONA 2;NAPO;TENA;LESIONES;29/2/2020;HOMBRE;32;ECUATORIANO
ZONA 7;LOJA;CALVAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/6/2020;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;BOLETA DE ENCARCELAMIENTO;28/6/2020;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;MARCABELI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/10/2020;HOMBRE;46;ECUATORIANO
ZONA 7;EL ORO;MACHALA;HURTO;7/10/2020;HOMBRE;21;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/3/2020;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ABUSO SEXUAL;4/1/2020;HOMBRE;35;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/6/2020;HOMBRE;35;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/7/2020;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;1/10/2020;HOMBRE;42;ECUATORIANO
ZONA 6;AZUAY;PAUTE;VIOLACIÓN DE PROPIEDAD PRIVADA;31/7/2020;HOMBRE;46;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;29/8/2020;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/3/2020;HOMBRE;34;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;20/4/2020;HOMBRE;35;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;ROBO  A DOMICILIO;2/5/2020;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;19/8/2020;HOMBRE;42;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/8/2020;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;MANTA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/10/2020;HOMBRE;52;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;24/11/2020;HOMBRE;30;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;BOLETA DE AUXILIO;26/7/2020;HOMBRE;56;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/10/2020;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;HURTO;4/7/2020;MUJER;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/9/2020;HOMBRE;40;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/10/2020;HOMBRE;54;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/11/2020;HOMBRE;40;VENEZOLANO
ZONA 9;DMQ;QUITO;ROBO DE MOTOS;5/10/2020;HOMBRE;30;VENEZOLANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;26/9/2020;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;SIMULACIÓN DEC SECUESTRO;11/9/2020;HOMBRE;25;VENEZOLANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE SEGUNDA CLASE;14/3/2020;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/1/2020;HOMBRE;41;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;23/10/2020;HOMBRE;25;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/11/2020;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;17/9/2020;HOMBRE;32;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE SEGUNDA CLASE;23/7/2020;MUJER;26;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/8/2020;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/11/2020;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/3/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23/9/2020;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;3/8/2020;MUJER;34;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/8/2020;MUJER;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/3/2020;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/2/2020;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25/9/2020;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;11/1/2020;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;PASAJE;CONTRAVENCIONES DE SEGUNDA CLASE;19/7/2020;MUJER;31;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;AGRESIÓN;18/5/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;3/8/2020;MUJER;55;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/5/2020;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE AUXILIO;28/6/2020;MUJER;29;ECUATORIANO
ZONA 9;DMQ;QUITO;TENTATIVA;29/5/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/8/2020;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;29/7/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;28/9/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;9/10/2020;HOMBRE;17;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE DETENCIÓN/CAPTURA;27/7/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;26/11/2020;MUJER;53;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/8/2020;HOMBRE;26;ECUATORIANO
ZONA 2;NAPO;TENA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/6/2020;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENTATIVA;28/4/2020;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TENENCIA Y PORTE DE ARMAS;30/4/2020;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;23/7/2020;HOMBRE;20;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ABUSO SEXUAL;18/9/2020;HOMBRE;55;ECUATORIANO
