Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 6;CAÑAR;LA TRONCAL;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;11/10/2020;HOMBRE;39;ECUATORIANO
ZONA 3;CHIMBORAZO;PALLATANGA;ATAQUE O RESISTENCIA;22/5/2020;HOMBRE;29;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/6/2020;MUJER;20;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/6/2020;MUJER;23;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;BOLETA DE APREMIO;23/10/2020;HOMBRE;19;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;11/8/2020;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;16/9/2020;HOMBRE;25;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE CUARTA CLASE;3/10/2020;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE SEGUNDA CLASE;17/4/2020;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;13/10/2020;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE ENCARCELAMIENTO;19/2/2020;HOMBRE;47;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/6/2020;HOMBRE;21;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/9/2020;MUJER;28;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;BOLETA DE APREMIO;6/10/2020;HOMBRE;23;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;14/11/2020;HOMBRE;20;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;23/1/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;26/9/2020;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;31/10/2020;MUJER;36;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;13/11/2020;MUJER;46;PERUANO
ZONA 1;IMBABURA;IBARRA;TENENCIA Y PORTE DE ARMAS;5/11/2020;HOMBRE;35;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/1/2020;HOMBRE;19;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;1/3/2020;MUJER;25;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/3/2020;HOMBRE;44;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;VIOLACIÓN;25/7/2020;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;ROBO  A DOMICILIO;3/9/2020;HOMBRE;26;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/8/2020;HOMBRE;25;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;14/2/2020;HOMBRE;29;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE SEGUNDA CLASE;13/2/2020;HOMBRE;28;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;4/2/2020;HOMBRE;43;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/5/2020;MUJER;46;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;7/10/2020;HOMBRE;42;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/10/2020;HOMBRE;27;COLOMBIANO
ZONA 5;GALAPAGOS;ISABELA;BOLETA DE AUXILIO;12/1/2020;HOMBRE;46;ECUATORIANO
ZONA 5;GALAPAGOS;ISABELA;BOLETA DE AUXILIO;12/1/2020;MUJER;54;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE AUXILIO;6/3/2020;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;MOCACHE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2020;HOMBRE;55;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE DETENCIÓN/CAPTURA;14/9/2020;HOMBRE;43;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/11/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/6/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/11/2020;HOMBRE;27;ECUATORIANO
ZONA 1;ESMERALDAS;RIOVERDE;ALMACENAMIENTO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/11/2020;HOMBRE;48;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;14/3/2020;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE APREMIO;9/1/2020;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/6/2020;HOMBRE;19;ECUATORIANO
ZONA 6;AZUAY;SEVILLA DE ORO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/11/2020;HOMBRE;52;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;TENENCIA Y PORTE DE ARMAS;16/8/2020;HOMBRE;25;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/2/2020;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ARMAS DE FUEGO
ZONA 9;DMQ;QUITO;INTIMIDACIÓN;22/5/2020;MUJER;29;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO A INSTITUCIÓN PÚBLICA;8/10/2020;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/6/2020;MUJER;18;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ASOCIACIÓN ILÍCITA;18/6/2020;MUJER;51;ECUATORIANO
ZONA 7;EL ORO;PASAJE;BOLETA DE APREMIO;24/9/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;5/8/2020;HOMBRE;62;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/2/2020;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;6/2/2020;HOMBRE;29;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO A PERSONAS;14/2/2020;HOMBRE;41;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;3/11/2020;HOMBRE;15;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TENTATIVA;5/7/2020;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;VIOLACIÓN;8/2/2020;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;PATATE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/7/2020;HOMBRE;18;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/2/2020;MUJER;27;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;ROBO  A DOMICILIO;24/4/2020;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/1/2020;HOMBRE;27;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLACIÓN DE PROPIEDAD PRIVADA;21/6/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;20/2/2020;HOMBRE;20;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/2/2020;HOMBRE;20;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;ROBO DE MOTOS;28/1/2020;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/8/2020;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;RECEPTACIÓN;21/8/2020;HOMBRE;24;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;14/3/2020;HOMBRE;36;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/5/2020;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/11/2020;HOMBRE;31;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/4/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;29/9/2020;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;6/10/2020;HOMBRE;31;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE TRÁNSITO DE CUARTA CLASE;19/11/2020;MUJER;36;COLOMBIANO
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;19/10/2020;HOMBRE;38;COLOMBIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;24/7/2020;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN DE PROPIEDAD PRIVADA;28/7/2020;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/10/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/1/2020;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/2/2020;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/1/2020;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;DURAN;ROBO DE CARROS;16/8/2020;HOMBRE;28;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;26/7/2020;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/7/2020;HOMBRE;40;VENEZOLANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/6/2020;HOMBRE;50;COLOMBIANO
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/7/2020;HOMBRE;34;COLOMBIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;3/3/2020;HOMBRE;54;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;7/10/2020;MUJER;25;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/8/2020;HOMBRE;56;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE APREMIO;24/9/2020;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/5/2020;HOMBRE;60;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/8/2020;HOMBRE;34;VENEZOLANO
ZONA 5;GUAYAS;SIMON BOLIVAR;LESIONES;16/2/2020;MUJER;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ATAQUE O RESISTENCIA;19/5/2020;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/3/2020;HOMBRE;56;ECUATORIANO
ZONA 4;MANABI;CHONE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;23/2/2020;HOMBRE;33;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/11/2020;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;18/8/2020;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/8/2020;HOMBRE;25;ECUATORIANO
ZONA 4;MANABI;PICHINCHA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/8/2020;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;8/11/2020;HOMBRE;29;ECUATORIANO
ZONA 5;GUAYAS;SANTA LUCIA;ROBO A PERSONAS;2/7/2020;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/7/2020;MUJER;44;COLOMBIANO
ZONA 1;ESMERALDAS;SAN LORENZO;ASESINATO;12/9/2020;HOMBRE;SIN DATO;COLOMBIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;17/11/2020;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;15/2/2020;HOMBRE;28;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;BOLETA DE APREMIO;19/7/2020;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ABUSO SEXUAL;15/1/2020;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;SIMON BOLIVAR;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/6/2020;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;23/4/2020;HOMBRE;37;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;17/7/2020;HOMBRE;41;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/5/2020;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;CONTRAVENCIONES DE CUARTA CLASE;28/2/2020;HOMBRE;58;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/11/2020;MUJER;17;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;11/6/2020;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;5/6/2020;MUJER;34;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;4/9/2020;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;PAJAN;ROBO  A DOMICILIO;7/9/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;1/3/2020;HOMBRE;42;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE ENCARCELAMIENTO;9/11/2020;HOMBRE;23;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/11/2020;HOMBRE;19;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;ESTAFA;10/9/2020;MUJER;45;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;5/9/2020;HOMBRE;41;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;BOLETA DE AUXILIO;31/10/2020;HOMBRE;24;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;6/4/2020;MUJER;26;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;CONTRAVENCIONES DE PRIMERA CLASE;10/5/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/3/2020;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;ROBO A PERSONAS;10/1/2020;HOMBRE;18;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;13/11/2020;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/10/2020;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/2/2020;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ASOCIACIÓN ILÍCITA;5/8/2020;HOMBRE;20;ECUATORIANO
ZONA 5;GUAYAS;SANTA LUCIA;ACOSO SEXUAL;12/3/2020;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO  A DOMICILIO;27/10/2020;HOMBRE;17;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;RECEPTACIÓN;30/1/2020;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/8/2020;HOMBRE;33;COLOMBIANO
ZONA 8;DMG;DURAN;LESIONES;11/10/2020;HOMBRE;45;ECUATORIANO
ZONA 8;DMG;DURAN;ROBO  A DOMICILIO;25/10/2020;HOMBRE;35;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/10/2020;HOMBRE;48;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/1/2020;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;29/1/2020;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;17/7/2020;HOMBRE;22;ECUATORIANO
ZONA 5;GUAYAS;DAULE;CONTRAVENCIONES DE PRIMERA CLASE;12/2/2020;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/7/2020;MUJER;27;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;5/10/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;ALMACENAMIENTO
ZONA 1;ESMERALDAS;ESMERALDAS;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;29/8/2020;HOMBRE;30;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;26/11/2020;HOMBRE;16;COLOMBIANO
ZONA 1;ESMERALDAS;QUININDE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/1/2020;HOMBRE;32;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/5/2020;HOMBRE;39;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;ROBO A PERSONAS;16/1/2020;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;VIOLACIÓN DE PROPIEDAD PRIVADA;18/7/2020;HOMBRE;24;COLOMBIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A  UNIDADES ECONOMICAS;19/3/2020;HOMBRE;41;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A INSTITUCIÓN PÚBLICA;19/7/2020;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE APREMIO;26/9/2020;HOMBRE;40;ECUATORIANO
ZONA 5;GUAYAS;PALESTINA;BOLETA DE APREMIO;3/3/2020;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/10/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN DE PROPIEDAD PRIVADA;28/7/2020;HOMBRE;45;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/6/2020;HOMBRE;52;VENEZOLANO
ZONA 4;MANABI;CHONE;BOLETA DE DETENCIÓN/CAPTURA;25/2/2020;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;25/10/2020;MUJER;30;VENEZOLANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;25/1/2020;HOMBRE;60;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;BOLETA DE DETENCIÓN/CAPTURA;15/2/2020;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;VIOLACIÓN;5/11/2020;HOMBRE;27;ECUATORIANO
ZONA 7;LOJA;PALTAS;DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES;16/9/2020;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE DETENCIÓN/CAPTURA;24/5/2020;HOMBRE;23;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/7/2020;MUJER;27;COLOMBIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;9/10/2020;HOMBRE;33;VENEZOLANO
ZONA 3;TUNGURAHUA;AMBATO;DAÑO A BIEN AJENO;21/2/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ACOSO SEXUAL;22/11/2020;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE DETENCIÓN/CAPTURA;19/6/2020;HOMBRE;68;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;3/10/2020;HOMBRE;31;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ASOCIACIÓN ILÍCITA;29/10/2020;MUJER;38;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;7/8/2020;HOMBRE;36;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/8/2020;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/5/2020;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/9/2020;HOMBRE;22;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/9/2020;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;2/2/2020;HOMBRE;19;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;TENENCIA Y PORTE DE ARMAS;11/11/2020;HOMBRE;48;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;29/1/2020;HOMBRE;54;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;EJERCICIO ILEGAL DE LA PROFESIÓN;10/1/2020;HOMBRE;59;ECUATORIANO
