Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;17/9/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;17/9/2019;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;17/9/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TERRORISMO;18/9/2019;HOMBRE;32;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLACIÓN;17/9/2019;HOMBRE;13;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE APREMIO;18/9/2019;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TERRORISMO;18/9/2019;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;ROBO A PERSONAS;17/9/2019;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;ROBO A PERSONAS;17/9/2019;MUJER;18;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/9/2019;MUJER;30;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACIÓN;18/9/2019;MUJER;22;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACIÓN;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;18/9/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;18/9/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/9/2019;HOMBRE;40;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;38;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE AUXILIO;18/9/2019;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TERRORISMO;17/9/2019;HOMBRE;66;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;18/9/2019;HOMBRE;53;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/9/2019;HOMBRE;57;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;18/9/2019;MUJER;33;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/9/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;MUJER;25;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/9/2019;HOMBRE;32;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE DETENCIÓN/CAPTURA;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLACIÓN DE PROPIEDAD PRIVADA;17/9/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;18/9/2019;HOMBRE;47;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ARMA DE FUEGO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;CONTRAVENCIONES DE PRIMERA CLASE;18/9/2019;HOMBRE;52;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;ROBO A PERSONAS;17/9/2019;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/9/2019;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE DETENCIÓN/CAPTURA;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/9/2019;HOMBRE;28;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;52;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE AUXILIO;18/9/2019;HOMBRE;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;18/9/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;18/9/2019;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;18/9/2019;HOMBRE;37;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/9/2019;HOMBRE;39;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/9/2019;HOMBRE;26;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/9/2019;HOMBRE;34;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;57;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE DETENCIÓN/CAPTURA;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A PERSONAS;18/9/2019;HOMBRE;49;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE APREMIO;18/9/2019;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;32;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;45;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;18/9/2019;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;BOLETA DE APREMIO;18/9/2019;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;TENENCIA Y PORTE DE ARMAS;18/9/2019;HOMBRE;71;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;18/9/2019;HOMBRE;48;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;18/9/2019;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;CHONE;ESTAFA;18/9/2019;MUJER;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;RECEPTACIÓN;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;BOLETA DE APREMIO;18/9/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;18/9/2019;HOMBRE;38;ECUATORIANO
ZONA 6;AZUAY;CUENCA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;35;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;42;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;AGRESIÓN;18/9/2019;MUJER;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;LESIONES;18/9/2019;MUJER;28;ECUATORIANO
ZONA 7;LOJA;MACARA;ARMA DE FUEGO
ZONA 7;EL ORO;SANTA ROSA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;MUJER;27;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;27;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;33;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;INTIMIDACIÓN;18/9/2019;HOMBRE;34;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE APREMIO;18/9/2019;HOMBRE;51;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;51;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 7;LOJA;PUYANGO;BOLETA DE APREMIO;18/9/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONTRAVENCIÓN DE HURTO;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 7;LOJA;LOJA;ROBO DOMICILIO;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/9/2019;HOMBRE;17;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;BOLETA DE APREMIO;18/9/2019;HOMBRE;40;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;18/9/2019;HOMBRE;16;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;18/9/2019;HOMBRE;56;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;18/9/2019;HOMBRE;25;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE AUXILIO;18/9/2019;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO A PERSONAS;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONTRAVENCIONES DE CUARTA CLASE;18/9/2019;HOMBRE;36;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE APREMIO;18/9/2019;HOMBRE;32;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;PANGUA;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;18/9/2019;HOMBRE;57;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIÓN DE HURTO;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;BOLETA DE APREMIO;18/9/2019;HOMBRE;35;ECUATORIANO
ZONA 2;NAPO;TENA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE AUXILIO;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;CONTRAVENCIÓN DE HURTO;18/9/2019;MUJER;21;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;VIOLACIÓN DE PROPIEDAD PRIVADA;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;BOLETA DE APREMIO;18/9/2019;HOMBRE;47;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE ENCARCELAMIENTO;18/9/2019;MUJER;38;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;18/9/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;18/9/2019;HOMBRE;50;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/9/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;COLTA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;16;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/9/2019;HOMBRE;33;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;BOLETA DE APREMIO;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 3;CHIMBORAZO;CHUNCHI;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;18/9/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;URDANETA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;18/9/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;18/9/2019;HOMBRE;44;ECUATORIANO
ZONA 1;IMBABURA;SAN MIGUEL DE URCUQUI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 7;LOJA;MACARA;ARMA DE FUEGO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;31;ECUATORIANO
ZONA 1;CARCHI;TULCAN;MUERTE CULPOSA;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;17/9/2019;HOMBRE;48;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONTRAVENCIONES DE CUARTA CLASE;18/9/2019;HOMBRE;32;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONTRAVENCIONES DE CUARTA CLASE;18/9/2019;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES;19/9/2019;MUJER;40;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;23;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;BOLETA DE AUXILIO;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;37;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;19/9/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;DURAN;ROBO A PERSONAS;18/9/2019;HOMBRE;17;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;ROBO A PERSONAS;19/9/2019;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;LOJA;TENENCIA Y PORTE DE ARMAS;18/9/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;HOMICIDIO;18/9/2019;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;18/9/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;19/9/2019;MUJER;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;19/9/2019;HOMBRE;32;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/9/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;43;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA Y PORTE DE ARMAS;18/9/2019;HOMBRE;20;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/9/2019;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;ESTAFA;19/9/2019;MUJER;44;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;55;ECUATORIANO
ZONA 8;DMG;DURAN;ROBO DOMICILIO;19/9/2019;HOMBRE;44;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/9/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/9/2019;MUJER;44;ECUATORIANO
ZONA 4;MANABI;JAMA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;19/9/2019;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;BOLETA DE APREMIO;19/9/2019;HOMBRE;31;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE APREMIO;19/9/2019;HOMBRE;40;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;DAÑO A BIEN AJENO;18/9/2019;HOMBRE;22;VENEZOLANO
ZONA 3;COTOPAXI;SAQUISILI;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;19/9/2019;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;ABUSO SEXUAL;19/9/2019;HOMBRE;32;ECUATORIANO
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;BOLETA DE DETENCIÓN/CAPTURA;19/9/2019;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;PUJILI;BOLETA DE APREMIO;19/9/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;DESAPARICIÓN FORZADA;19/9/2019;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;HOMBRE;45;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/9/2019;HOMBRE;18;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/9/2019;HOMBRE;23;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;BOLETA DE APREMIO;19/9/2019;HOMBRE;43;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;HOMBRE;18;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;MUJER;32;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/9/2019;MUJER;40;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;22;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE APREMIO;19/9/2019;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;TENENCIA Y PORTE DE ARMAS;19/9/2019;HOMBRE;20;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;37;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLACIÓN DE PROPIEDAD PRIVADA;19/9/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;MUJER;37;ECUATORIANO
ZONA 6;CAÑAR;BIBLIAN;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/9/2019;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;MUJER;26;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE CUARTA CLASE;19/9/2019;MUJER;46;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;19/9/2019;HOMBRE;61;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;19/9/2019;HOMBRE;25;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO DOMICILIO;19/9/2019;HOMBRE;23;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO DOMICILIO;19/9/2019;MUJER;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE PRIMERA CLASE;19/9/2019;HOMBRE;32;ECUATORIANO
