Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 1;IMBABURA;OTAVALO;BOLETA DE APREMIO;31/1/2019;HOMBRE;46;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/1/2019;HOMBRE;29;ECUATORIANO
ZONA 3;PASTAZA;MERA;DAÑO A BIEN AJENO;19/1/2019;HOMBRE;22;ECUATORIANO
ZONA 3;PASTAZA;ARAJUNO;NOVEDADES;17/2/2019;HOMBRE;23;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;BOLETA DE AUXILIO;19/2/2019;MUJER;18;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;13/2/2019;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/1/2019;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;RECEPTACIÓN;26/1/2019;HOMBRE;21;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;16/1/2019;HOMBRE;39;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;PROCEDIMIENTOS;26/2/2019;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/1/2019;HOMBRE;SIN DATO;ECUATORIANO
ZONA 7;LOJA;CALVAS;PROCEDIMIENTOS;8/2/2019;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;PATRULLAJES Y OPERATIVOS;23/2/2019;HOMBRE;31;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/2/2019;MUJER;27;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ESTAFA;1/2/2019;HOMBRE;52;ECUATORIANO
ZONA 3;TUNGURAHUA;MOCHA;BOLETA DE DETENCIÓN/CAPTURA;10/2/2019;HOMBRE;43;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;27/1/2019;HOMBRE;31;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;13/1/2019;HOMBRE;51;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;PATRULLAJES Y OPERATIVOS;1/3/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/1/2019;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;PROCEDIMIENTOS;9/2/2019;HOMBRE;27;ECUATORIANO
ZONA 6;AZUAY;CUENCA;EXTORSIÓN;14/2/2019;HOMBRE;45;ECUATORIANO
ZONA 7;EL ORO;PASAJE;ROBO A PERSONAS;10/2/2019;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;NOVEDADES;28/1/2019;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;DAÑO A BIEN AJENO;23/2/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;27/1/2019;HOMBRE;27;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE DETENCIÓN/CAPTURA;19/2/2019;HOMBRE;42;ECUATORIANO
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;NOVEDADES;9/2/2019;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/2/2019;HOMBRE;48;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/2/2019;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;16/2/2019;HOMBRE;48;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;3/3/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/1/2019;HOMBRE;42;LIBANES
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/1/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;PROCEDIMIENTOS;25/2/2019;HOMBRE;41;ECUATORIANO
ZONA 5;GALAPAGOS;SAN CRISTOBAL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;16/2/2019;HOMBRE;23;ECUATORIANO
ZONA 7;EL ORO;MACHALA;RECEPTACIÓN;21/2/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/2/2019;HOMBRE;42;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;PROCEDIMIENTOS;20/1/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;6/2/2019;HOMBRE;17;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/1/2019;HOMBRE;18;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;7/1/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/1/2019;HOMBRE;18;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;PROCEDIMIENTOS;9/1/2019;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;4/1/2019;HOMBRE;18;SIN DATO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/1/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;2/2/2019;HOMBRE;53;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;31/1/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;OTROS;16/2/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/1/2019;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;15/2/2019;HOMBRE;27;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;22/2/2019;HOMBRE;48;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;ROBO A PERSONAS;26/2/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE CARROS;20/1/2019;MUJER;14;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;18/1/2019;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;BOLETA DE APREMIO;2/3/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;29/1/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;SALITRE;CONTRAVENCIÓN DE HURTO;21/2/2019;HOMBRE;19;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;8/1/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;NOVEDADES;8/1/2019;HOMBRE;45;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;15/2/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;31/1/2019;HOMBRE;50;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/1/2019;HOMBRE;37;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;PATRULLAJES Y OPERATIVOS;16/2/2019;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;9/1/2019;HOMBRE;34;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;28/2/2019;HOMBRE;58;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;LOS QUE LLEVEN ARMAS PROHIBIDAS;31/1/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;23/2/2019;HOMBRE;51;ECUATORIANO
ZONA 5;BOLIVAR;CALUMA;NOVEDADES;18/2/2019;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;17/1/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;27/1/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PATRULLAJES Y OPERATIVOS;11/2/2019;MUJER;51;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;9/1/2019;HOMBRE;33;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE PRIMERA CLASE;3/3/2019;MUJER;34;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA Y PORTE DE ARMAS;31/1/2019;HOMBRE;24;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/1/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;13/1/2019;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;24/1/2019;HOMBRE;30;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONTRAVENCIONES DE SEGUNDA CLASE;9/2/2019;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;NOVEDADES;1/2/2019;HOMBRE;48;ECUATORIANO
ZONA 7;LOJA;MACARA;PROCEDIMIENTOS;10/2/2019;HOMBRE;23;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;25/2/2019;MUJER;34;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;NANGARITZA;BOLETA DE APREMIO;3/3/2019;HOMBRE;37;ECUATORIANO
ZONA 7;LOJA;LOJA;NOVEDADES;7/2/2019;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;DAULE;NOVEDADES;10/1/2019;MUJER;51;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;NOVEDADES;17/2/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;2/2/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;14/2/2019;HOMBRE;48;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;TENENCIA Y PORTE DE ARMAS;23/2/2019;HOMBRE;18;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;26/2/2019;HOMBRE;31;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;PROCEDIMIENTOS;22/2/2019;MUJER;20;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;PROCEDIMIENTOS;22/2/2019;MUJER;17;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;BOLETA DE APREMIO;23/2/2019;HOMBRE;32;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;PATRULLAJES Y OPERATIVOS;4/2/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE CUARTA CLASE;1/1/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;18/2/2019;HOMBRE;29;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/2/2019;HOMBRE;46;ECUATORIANO
ZONA 2;PICHINCHA;RUMINAHUI;ROBO A UNIDADES ECONOMICAS;2/2/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;20/2/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;14/2/2019;HOMBRE;36;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;PROCEDIMIENTOS;2/1/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE APREMIO;11/1/2019;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;LOJA;CONTRAVENCIONES DE SEGUNDA CLASE;23/2/2019;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/1/2019;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;7/1/2019;HOMBRE;19;ECUATORIANO
ZONA 7;LOJA;LOJA;CONTRAVENCIONES DE TRÁNSITO DE SEGUNDA CLASE;2/1/2019;HOMBRE;44;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/1/2019;HOMBRE;28;ECUATORIANO
ZONA 5;GUAYAS;DAULE;NOVEDADES;25/2/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE AUXILIO;1/1/2019;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ABUSO SEXUAL;26/2/2019;HOMBRE;33;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;9/1/2019;HOMBRE;49;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;BOLETA DE AUXILIO;2/3/2019;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE DETENCIÓN/CAPTURA;31/1/2019;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ASESINATO;17/2/2019;HOMBRE;30;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRABANDO;29/1/2019;HOMBRE;57;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;7/2/2019;HOMBRE;30;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE AUXILIO;6/1/2019;HOMBRE;27;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;PALANDA;BOLETA DE APREMIO;3/2/2019;HOMBRE;40;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;DELINCUENCIA ORGANIZADA;24/1/2019;MUJER;32;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;27/1/2019;HOMBRE;53;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE DETENCIÓN/CAPTURA;14/1/2019;MUJER;37;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;NOVEDADES;30/1/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;19/2/2019;HOMBRE;35;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;PROCEDIMIENTOS;16/2/2019;HOMBRE;29;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;ABUSO SEXUAL;19/1/2019;HOMBRE;20;ECUATORIANO
ZONA 3;TUNGURAHUA;TISALEO;NOVEDADES;10/2/2019;HOMBRE;25;ECUATORIANO
ZONA 2;ORELLANA;LORETO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/2/2019;HOMBRE;44;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE AUXILIO;7/1/2019;MUJER;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/2/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 1;IMBABURA;IBARRA;ROBO A PERSONAS;25/1/2019;HOMBRE;23;COLOMBIANO
ZONA 7;EL ORO;HUAQUILLAS;NOVEDADES;19/2/2019;HOMBRE;SIN DATO;SIN DATO
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA Y PORTE DE ARMAS;31/1/2019;HOMBRE;29;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONTRAVENCIONES DE PRIMERA CLASE;23/1/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASESINATO;31/1/2019;HOMBRE;47;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;CONTRAVENCIÓN DE HURTO;15/2/2019;MUJER;48;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;3/2/2019;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/1/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;31/1/2019;HOMBRE;27;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;NOVEDADES;31/1/2019;HOMBRE;17;ECUATORIANO
ZONA 7;LOJA;MACARA;BOLETA DE AUXILIO;10/2/2019;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;30/1/2019;MUJER;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;31/1/2019;HOMBRE;40;ECUATORIANO
ZONA 7;LOJA;MACARA;BOLETA DE AUXILIO;16/2/2019;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/2/2019;HOMBRE;28;VENEZOLANO
ZONA 5;SANTA ELENA;SANTA ELENA;BOLETA DE APREMIO;15/2/2019;HOMBRE;27;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/2/2019;MUJER;25;VENEZOLANO
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;NOVEDADES;16/2/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/1/2019;HOMBRE;51;DOMINICANO
ZONA 1;IMBABURA;IBARRA;NOVEDADES;23/2/2019;HOMBRE;31;COLOMBIANO
ZONA 6;MORONA SANTIAGO;TAISHA;BOLETA DE APREMIO;9/1/2019;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;2/3/2019;HOMBRE;16;COLOMBIANO
ZONA 7;EL ORO;HUAQUILLAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;31/1/2019;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;APROPIACIÓN FRAUDULENTA POR MEDIOS ELECTRÓNICOS;4/2/2019;HOMBRE;31;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/1/2019;HOMBRE;44;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ASESINATO;14/2/2019;HOMBRE;36;ECUATORIANO
ZONA 6;AZUAY;CUENCA;PROCEDIMIENTOS;6/2/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/1/2019;HOMBRE;21;ECUATORIANO
ZONA 7;EL ORO;MACHALA;PATRULLAJES Y OPERATIVOS;7/2/2019;HOMBRE;19;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;26/1/2019;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;PATRULLAJES Y OPERATIVOS;1/2/2019;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;NOVEDADES;23/1/2019;HOMBRE;44;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;20/1/2019;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;22/2/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;FALSIFICACION DE DOCUMENTOS
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/2/2019;HOMBRE;40;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;NOVEDADES;13/2/2019;HOMBRE;24;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/2/2019;HOMBRE;54;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;20/1/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/2/2019;HOMBRE;34;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLACIÓN;17/2/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;27/2/2019;HOMBRE;30;ECUATORIANO
ZONA 7;LOJA;MACARA;NOVEDADES;15/2/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;8/1/2019;MUJER;19;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;5/2/2019;HOMBRE;47;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/2/2019;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;ESTRATEGIAS POLICIALES;13/1/2019;MUJER;40;ECUATORIANO
ZONA 7;LOJA;CELICA;BOLETA DE APREMIO;22/1/2019;HOMBRE;26;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;OTROS;27/1/2019;MUJER;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/1/2019;HOMBRE;45;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;ABUSO SEXUAL;27/2/2019;HOMBRE;36;ECUATORIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;5/2/2019;HOMBRE;35;ECUATORIANO
ZONA 3;PASTAZA;MERA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/1/2019;HOMBRE;23;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;15/4/2019;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/1/2019;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;DAULE;INVASION / ALLANAMIENTOS;24/2/2019;HOMBRE;40;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE APREMIO;1/2/2019;HOMBRE;40;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE DETENCIÓN/CAPTURA;23/1/2019;HOMBRE;40;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SUCUA;PROCEDIMIENTOS;1/2/2019;HOMBRE;36;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE DETENCIÓN/CAPTURA;12/2/2019;HOMBRE;36;BANGLADESH
ZONA 9;DMQ;QUITO;OTROS;11/1/2019;HOMBRE;19;COLOMBIANO
ZONA 6;MORONA SANTIAGO;MORONA;ROBO DOMICILIO;12/2/2019;HOMBRE;28;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;31/1/2019;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;ASOCIACIÓN ILÍCITA;17/2/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/1/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;1/2/2019;MUJER;48;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/1/2019;HOMBRE;35;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/1/2019;HOMBRE;46;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;OTROS;26/1/2019;MUJER;31;ECUATORIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;8/2/2019;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;6/2/2019;MUJER;30;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;6/2/2019;MUJER;34;ECUATORIANO
